,verbs,freq
0,covering,10
1,restricted,67
2,could,518
3,considered,274
4,compound,5
5,demonstrated,396
6,dft,2
7,bonding,6
8,based,422
9,reported,971
10,rohf,6
11,used,841
12,assumed,20
13,nonsubstituted,4
14,concerning,25
15,observed,392
16,steric,2
17,resulting,137
18,compensated,2
19,eclipsed,2
20,carried,66
21,using,998
22,described,438
23,listed,10
24,supporting,97
25,formed,57
26,differentiating,13
27,subgranular,1
28,continue,11
29,show,113
30,including,765
31,gives,16
32,possessing,10
33,reduced,298
34,form,58
35,existing,49
36,affected,79
37,lledo,8
38,stress,17
39,learning,61
40,schoenfeld,8
41,found,665
42,revealed,176
43,increase,98
44,anacker,5
45,suggested,243
46,contributing,44
47,amp,256
48,furthermore,13
49,implicated,104
50,governing,1
51,provided,93
52,obtained,165
53,escitalopram,2
54,doses,5
55,vitro,26
56,treated,100
57,incorporating,9
58,adapted,20
59,shortened,3
60,neurogenesis,1
61,staining,33
62,identifying,26
63,sizes,23
64,measures,5
65,doublecortin,1
66,neuroblasts,1
67,probes,3
68,normalized,15
69,analyzed,67
70,filtered,4
71,remove,13
72,detected,123
73,see,144
74,achieved,73
75,gwas,2
76,performed,279
77,http,17
78,project,6
79,investigated,65
80,antidepressant,2
81,relating,6
82,derived,121
83,set,77
84,generating,39
85,files,1
86,adjusting,8
87,leeuw,1
88,relate,9
89,consist,3
90,involved,208
91,mediating,37
92,involves,59
93,determines,11
94,corroborate,11
95,implicating,4
96,might,372
97,facilitate,25
98,increasing,183
99,allowing,50
100,enriching,2
101,enduring,3
102,spalding,4
103,shown,783
104,increases,38
105,running,10
106,evoke,2
107,experienced,31
108,may,1387
109,moderate,10
110,preventing,35
111,occurs,113
112,stands,7
113,known,390
114,hpvs,4
115,estimated,137
116,ranging,67
117,incidence,5
118,infection,2
119,saudi,2
120,accounting,9
121,hypothesis,3
122,foster,6
123,emerging,53
124,supported,75
125,loci,10
126,encoding,57
127,evoked,3
128,alleged,2
129,orchestrates,1
130,preserve,3
131,deregulated,7
132,represents,51
133,related,186
134,adenocarcinoma,2
135,published,188
136,compared,486
