,verbs,freq
0,investigated,144
1,using,986
2,studying,24
3,aging,22
4,adjusted,32
5,including,921
6,suggest,170
7,served,11
8,compared,578
9,managed,20
10,aged,57
11,becoming,20
12,found,684
13,associated,782
14,thinning,3
15,thickening,4
16,find,31
17,decreases,7
18,looking,19
19,scanning,8
20,fewer,2
21,declines,1
22,rpe,7
23,must,62
24,support,31
25,differentiated,18
26,increase,101
27,respond,15
28,increasing,207
29,increases,44
30,multinucleated,1
31,increased,510
32,reactive,12
33,generated,109
34,may,1513
35,affect,77
36,bruch,2
37,isolated,74
38,proteins,135
39,involved,279
40,oxidized,2
41,vivo,29
42,seem,25
43,decrease,31
44,macula,2
45,explain,63
46,thicknesses,5
47,evaluated,130
48,allocated,12
49,training,45
50,kim,2
51,measured,161
52,smoking,27
53,leads,85
54,disorganizes,3
55,remain,68
56,provide,223
57,exert,14
58,looked,25
59,seems,61
60,lipoproteins,3
61,seen,99
62,diameter,4
63,thickened,6
64,play,154
65,contribute,102
66,shown,876
67,improve,171
68,selected,108
69,administered,64
70,remains,120
71,explained,70
72,ems,20
73,witnessed,14
74,stroke,89
75,routing,2
76,focused,107
77,december,3
78,established,164
79,pscs,6
80,based,537
81,seeking,85
82,required,158
83,acute,60
84,written,16
85,protocols,9
86,growing,100
87,indicates,41
88,utilize,7
89,receive,50
90,reported,1261
91,conflicting,33
92,nasr,2
93,use,129
94,receiving,91
95,recognizing,8
96,concerning,22
97,recommended,57
98,takes,6
99,coding,46
100,included,430
101,expected,112
102,related,148
103,uses,42
104,diagnoses,3
105,estimate,10
106,dying,14
107,include,215
108,pressing,6
109,projected,6
110,united,34
111,geographic,3
112,study,207
113,living,33
114,belt,12
115,ground,1
116,limited,106
117,suggested,210
118,realized,5
119,lower,6
120,mcdonald,3
121,acquire,28
122,could,485
123,differences,10
124,tend,13
125,lead,85
126,withholding,5
127,perceived,30
128,multicenter,5
129,suffered,16
130,suffer,12
131,emphasizing,2
132,underlie,6
133,existing,63
134,paul,6
135,failed,65
136,delay,28
137,demonstrated,443
138,persist,10
139,adjusting,16
140,get,13
141,boehme,1
142,understanding,38
143,help,26
144,inform,4
145,eliminating,1
146,contributing,36
147,detailed,27
148,needed,102
149,accounting,7
150,trends,2
151,showing,59
152,encourage,2
153,nis,4
154,might,263
155,excludes,2
156,transferred,16
157,compromise,2
158,bone,20
159,occur,75
160,remodelling,4
161,reducing,109
162,oedema,4
163,synergic,1
164,avoiding,19
165,scarring,2
166,modulating,24
167,modulation,1
168,levine,1
169,applied,155
170,scaling,8
171,planing,3
