,nouns,freq
0,order,118
1,perturbation,7
2,theory,61
3,parts,13
4,correlation,77
5,combination,118
6,shell,6
7,rohf,2
8,reference,64
9,calculations,16
10,geometry,25
11,optimizations,2
12,hand,135
13,maron,6
14,group,340
15,reactivity,12
16,complexes,114
17,metals,45
18,berkelium,2
19,studies,1863
20,systems,245
21,methods,209
22,dft,10
23,ground,26
24,state,162
25,multiplicity,4
26,plutonocene,4
27,ring,10
28,distortions,2
29,strain,96
30,presence,238
31,sime,2
32,groups,173
33,torsion,3
34,rings,5
35,position,64
36,optimization,11
37,method,151
38,conjunction,23
39,actinide,2
40,parameters,155
41,agreement,25
42,cot,2
43,information,310
44,distance,67
45,bond,31
46,moiety,7
47,lengths,2
48,neurogenesis,33
49,process,229
50,neurons,254
51,progenitor,45
52,cells,1480
53,brain,369
54,götz,1
55,huttner,1
56,neurodevelopment,2
57,infancy,9
58,adolescence,22
59,johnson,41
60,regions,133
61,dentate,2
62,gyrus,3
63,pool,20
64,activity,536
65,adulthood,8
66,number,470
67,species,511
68,humans,130
69,rise,22
70,properties,133
71,term,91
72,potentiation,20
73,ability,216
74,connections,28
75,architecture,40
76,eriksson,1
77,levels,616
78,factors,501
79,amp,1652
80,grubb,8
81,rodent,30
82,hormones,30
83,activation,384
84,exercise,101
85,medications,51
86,rate,341
87,effects,578
88,memory,83
89,regulation,100
90,mood,19
91,murphy,45
92,dias,8
93,potts,18
94,lim,15
95,praag,18
96,kempermann,10
97,gage,12
98,strangl,8
99,thuret,7
100,reductions,17
101,volume,103
102,disorders,225
103,disorder,109
104,patients,1998
105,ravnkilde,1
106,antidepressants,9
107,animal,38
108,models,437
109,berton,4
110,nestler,4
111,ahn,7
112,mechanism,203
113,increase,310
114,treatment,681
115,carter,3
116,seres,3
117,coupland,3
118,nature,58
119,evidence,396
120,relationship,155
121,convincing,1
122,data,636
123,action,97
124,santarelli,1
125,knowledge,103
126,hippocampal,6
127,cell,854
128,line,92
129,reneuron,2
130,surrey,1
131,experiments,107
132,technology,92
133,metabolite,15
134,ssri,2
135,window,11
136,kumar,1
137,kung,1
138,corresponds,3
139,range,195
140,doses,18
141,culture,63
142,protocol,54
