,nouns,freq
0,samples,146
1,acid,139
2,david,3
3,database,67
4,annotation,8
5,visualization,6
6,version,79
7,analysis,402
8,mus,1
9,gene,475
10,list,36
11,correction,19
12,settings,148
13,pathway,130
14,tool,61
15,pcr,25
16,machine,10
17,protocols,54
18,qpcr,2
19,targets,40
20,role,536
21,data,790
22,number,415
23,repeats,12
24,urine,7
25,immunoelectron,2
26,microscopy,23
27,antibody,64
28,dilution,10
29,vesicles,14
30,exosomes,24
31,cell,642
32,line,152
33,diameter,56
34,marker,73
35,figure,344
36,minimize,6
37,contaminants,42
38,organelles,4
39,protein,438
40,aggregates,2
41,filtration,28
42,density,126
43,gradient,17
44,figdesc,10
45,electron,28
46,ontology,2
47,terms,100
48,cargo,19
49,proteins,348
50,components,123
51,vesicle,5
52,region,125
53,membrane,112
54,adhesion,113
55,matrix,69
56,cadherin,3
57,adherence,34
58,junction,20
59,molecule,49
60,activity,526
61,shape,12
62,tissue,170
63,integrity,27
64,diagram,9
65,showing,2
66,ubtip,4
67,sets,50
68,replicates,19
69,diagrams,6
70,component,95
71,enrichment,12
72,percentages,7
73,kidney,95
74,development,603
75,induction,53
76,exosome,1
77,cells,1519
78,amount,66
79,mirna,3
80,rna,103
81,graphs,2
82,mirnas,36
83,housekeeping,2
84,genes,477
85,wnt,9
86,action,61
87,accumulation,90
88,activation,320
89,basis,72
90,reads,17
91,contrast,154
92,inhibit,27
93,proliferation,113
94,regulators,42
95,space,34
96,receptor,209
97,cytoplasm,9
98,transport,34
99,regulate,21
100,invasiveness,4
101,cancers,44
102,judging,5
103,fluorescence,24
104,limitations,47
105,resolution,50
106,range,230
107,wavelengths,1
108,time,598
109,point,141
110,pmm,1
111,enter,6
112,mechanisms,313
113,phagocytosis,5
114,endocytosis,4
115,macropinocytosis,1
116,models,220
117,systems,223
118,entry,26
119,chemicals,59
120,pathways,193
121,antibodies,77
122,interactions,145
123,mechanism,161
124,localization,68
125,molecular,5
126,control,343
127,transmembrane,4
128,molecules,147
129,morphology,61
130,migration,87
131,repair,137
132,growth,300
133,differentiation,156
134,multicellular,4
135,structures,97
136,others,155
137,involvement,24
138,survival,141
139,division,6
140,types,125
141,tissues,157
142,vacuoles,5
143,regulation,158
144,organogenesis,1
145,therefore,32
146,lysozymes,1
147,degradation,65
148,process,244
149,situation,52
150,vivo,56
151,organoids,9
152,area,103
153,culture,128
154,conditions,363
155,addition,548
156,factors,747
157,effect,422
158,arrangement,7
159,morphogenesis,1
160,homeostasis,35
161,play,49
162,renal,8
163,detail,29
164,example,429
165,pattern,82
166,formation,285
167,morphogens,2
168,wealth,16
169,hedgehog,1
170,signals,75
171,serve,7
172,evidence,479
173,wnts,2
174,trigger,15
175,nephrogenesis,4
176,programme,43
177,chloride,47
178,bio,5
179,activators,3
180,induce,36
181,patients,2581
182,income,45
183,activities,85
184,life,259
185,change,204
186,foot,18
187,arises,3
188,problems,113
189,pathophysiology,14
190,ulcer,1
191,limb,7
192,furthermore,25
193,prevent,75
194,system,353
195,part,177
196,ulcers,33
197,feet,4
198,health,823
199,take,2
200,care,429
201,sickness,4
202,history,152
203,amputation,10
204,deformities,2
205,blood,523
206,thermography,2
207,limbs,2
208,inflammatory,43
209,regions,188
210,techniques,102
211,thermogram,1
212,patient,131
213,technique,103
214,distribution,103
215,thermograms,2
216,sensibility,1
217,show,95
218,spots,12
219,temperature,205
220,changes,481
221,condition,84
222,colder,5
223,validity,33
224,type,192
225,problem,63
226,plantar,4
227,skin,72
228,classification,62
229,infection,163
230,recommendations,42
231,adults,124
232,energy,162
233,foods,63
234,sugar,21
235,consumption,91
236,fat,8
237,indians,4
238,intake,67
239,countries,158
240,salt,45
241,day,71
242,fruits,35
243,vegetables,47
244,world,95
245,australians,2
246,guidelines,182
247,group,369
248,education,186
249,sessions,31
250,approaches,157
251,needs,47
252,nutrition,51
253,costs,153
254,interventions,181
255,population,587
256,use,317
257,diets,36
258,majority,85
259,people,215
260,populations,691
261,cost,122
262,computer,7
263,approach,319
264,way,96
265,phone,3
266,results,587
267,applications,103
268,increase,321
269,information,287
270,technology,68
271,behaviours,48
272,tools,64
273,cluster,39
274,trial,182
275,crct,2
276,test,122
277,effectiveness,30
278,intervention,196
279,size,251
280,estimation,20
281,sample,106
282,study,1261
283,improvement,109
284,arm,53
285,power,151
286,calculations,7
287,participants,199
288,correlation,109
289,interest,134
290,design,100
291,account,60
292,rate,331
293,order,142
294,comparison,92
295,age,462
296,groups,216
297,hence,72
298,model,432
299,inform,17
300,behaviour,57
301,selection,266
302,channels,44
303,methods,217
304,communication,41
305,family,227
306,level,290
307,champion,8
308,adaptation,216
309,empowerment,3
310,capacity,159
311,individuals,289
312,families,85
313,members,66
314,consume,4
315,fruit,45
316,collection,35
317,household,37
318,profile,52
319,proforma,9
320,index,110
321,case,136
322,questionnaire,47
323,measurements,107
324,questions,70
325,participant,18
326,influence,136
327,ase,2
328,likert,3
329,scale,74
330,food,161
331,frequency,92
332,assessment,131
333,purchase,11
334,record,11
335,assess,35
336,sphygmomanometer,6
337,rod,2
338,laboratory,53
339,equipment,14
340,following,1
341,weight,101
342,clothing,4
343,shoes,3
344,pressure,515
345,instrument,7
346,vial,2
347,estimate,42
348,haemoglobin,1
349,plasma,129
350,serum,105
351,cholesterol,104
352,triglycerides,21
353,sodium,36
354,excretion,10
355,morning,2
356,formula,28
357,promotion,19
358,rct,6
359,minimise,1
360,threat,3
361,contamination,48
362,clusters,30
363,housing,6
364,proxy,5
365,status,166
366,studies,2084
367,risk,1273
368,disease,800
369,date,92
370,outcome,173
371,cancer,380
372,prevention,90
373,trials,279
374,incentives,13
375,provision,11
376,material,85
377,achieve,19
378,whilst,14
379,flaws,20
380,literature,174
381,diseases,224
382,heart,507
383,deficiencies,10
384,aspects,76
385,south,4
386,exception,29
387,measures,100
388,gold,20
389,standard,38
390,spot,8
391,poses,2
392,equations,7
393,hour,8
394,lig,1
395,fact,170
396,affordability,1
397,barriers,41
398,recognition,48
399,strategies,154
400,money,1
401,junk,1
402,purchasing,1
403,target,126
404,audience,2
405,stage,142
406,stages,109
407,research,552
408,preference,27
409,home,31
410,stakeholders,6
411,strength,57
412,draws,1
413,revision,6
414,mental,6
415,disorders,112
416,disorder,78
417,ajd,10
418,diagnosis,132
419,maercker,123
420,strain,68
421,friedman,2
422,syndromes,36
423,exaggeration,3
424,stress,355
425,response,675
426,lead,31
427,illness,42
428,horowitz,5
429,acute,93
430,events,353
431,job,22
432,loss,308
433,organization,67
434,core,51
435,symptoms,355
436,preoccupation,9
437,failure,290
438,adapt,5
439,stressor,43
440,state,143
441,thoughts,3
442,event,82
443,consequences,60
444,rumination,2
445,disturbances,9
446,concentration,198
447,accessory,2
448,avoidance,13
449,anxiety,39
450,depressive,8
451,impulsivity,1
452,conceptualization,8
453,reliability,36
454,utility,31
455,bachem,4
456,perkonigg,4
457,stein,10
458,glaesmer,13
459,romppel,4
460,brähler,4
461,hinz,4
462,amp,2941
463,keeley,4
464,zelviene,9
465,kazlauskas,4
466,gender,18
467,factor,398
468,adjustment,25
469,alexithymia,6
470,neuroticism,40
471,psychoticism,6
472,harm,18
473,predictors,76
474,recruits,13
475,chen,91
476,lung,134
477,lee,56
478,shu,6
479,hund,3
480,neurobiology,5
481,matter,52
482,volume,239
483,myung,5
484,sensitivity,181
485,bimodal,5
486,kajosch,5
487,variables,108
488,cooperativeness,4
489,distance,55
490,diversion,4
491,support,335
492,ponizovsky,8
493,levov,4
494,schultz,8
495,radomislensky,4
496,fankhauser,5
497,reappraisal,5
498,context,71
499,relationships,117
500,antonucci,9
501,birditt,1
502,differ,17
503,quality,192
504,structure,227
505,impacts,40
506,wills,2
507,importance,101
508,framework,40
509,horn,8
510,levels,588
511,contexts,34
512,recovery,45
513,extreme,14
514,reactions,57
515,states,159
516,robins,4
517,soto,3
518,shame,3
519,anger,4
520,guilt,3
521,loneliness,4
522,hawkley,3
523,cacioppo,3
524,interaction,145
525,processes,149
526,crisis,4
527,aid,10
528,workers,22
529,pietrantoni,3
530,akyolcu,3
531,gungor,3
532,resources,85
533,exposure,224
534,abdulrahim,6
535,brewin,7
536,disclosure,14
537,experiences,84
538,freedman,5
539,gilad,5
540,ankri,5
541,rozier,5
542,shalev,5
543,pennebaker,6
544,pielmaier,6
545,wagner,5
546,value,158
547,orientations,18
548,grief,1
549,acknowledgement,7
550,ptsd,230
551,rescue,14
552,hilpert,8
553,burri,8
554,child,59
555,laborers,1
556,satisfaction,25
557,men,76
558,partner,38
559,depression,84
560,male,32
561,motivation,8
562,relationship,199
563,symptom,80
564,severity,160
565,reluctance,2
566,talk,5
567,baumeister,3
568,kufner,1
569,constellation,4
570,impact,121
571,gallo,8
572,bradley,10
573,siegel,8
574,kasl,4
575,ziersch,4
576,baum,4
577,jolley,4
578,onset,30
579,alonso,4
580,graaf,1
581,interview,20
582,diagnoses,18
583,wittchen,4
584,lachner,2
585,pfister,4
586,determine,49
587,strehle,2
588,lorenz,2
589,step,48
590,months,112
591,characteristics,141
592,module,43
593,einsle,10
594,köllner,1
595,dannemann,1
596,present,25
597,items,65
598,measure,120
599,impairment,28
600,build,3
601,sum,8
602,score,110
603,properties,163
604,consistency,27
605,construct,25
606,bley,4
607,weidner,4
608,joraschky,4
609,eimontas,4
610,emotion,11
611,competencies,13
612,erq,1
613,john,4
614,suppression,25
615,agree,1
616,subscales,6
617,consistencies,2
618,period,143
619,translation,34
620,kessler,2
621,item,95
622,spitzer,11
623,formulation,12
624,experience,105
625,feelings,25
626,days,121
627,functioning,10
628,sfq,1
629,tyrer,1
630,mueller,15
631,form,89
632,analyses,130
633,spss,7
634,statistics,13
635,muthén,2
636,outlier,2
637,penny,5
638,cases,251
639,multiple,41
640,outliers,3
641,likelihood,49
642,mlr,3
643,estimator,5
644,bentler,2
645,degree,19
646,freedom,18
647,ratio,109
648,fit,4
649,cfi,2
650,error,24
651,approximation,5
652,confidence,35
653,intervals,19
654,root,21
655,mean,35
656,srmr,1
657,criterion,16
658,bic,2
659,path,16
660,scales,34
661,scores,105
662,imputation,6
663,person,53
664,rubin,2
665,values,140
666,assumption,35
667,layers,15
668,influences,28
669,reality,11
670,phenomena,11
671,association,450
672,view,41
673,situations,47
674,lakey,1
675,orehek,1
676,contacts,17
677,krutolewitsch,1
678,assumptions,34
679,measurement,63
680,issues,60
681,theories,2
682,restructuring,5
683,contents,8
684,memory,116
685,cognitive,4
686,schema,1
687,bear,1
688,mind,21
689,accounting,7
690,environment,232
691,psychology,2
692,diverse,8
693,set,18
694,consideration,36
695,differences,386
696,burden,83
697,unmet,1
698,maintains,2
699,africans,2
700,meeting,24
701,progress,26
702,africa,14
703,areas,83
704,ethics,10
705,agreement,76
706,need,52
707,scientists,15
708,premature,11
709,deaths,20
710,equity,4
711,key,23
712,requirements,15
713,ishreca,1
714,institutions,25
715,conference,2
716,mobilisation,6
717,innovation,8
718,management,196
719,delegates,2
720,points,88
721,implementation,59
722,building,37
723,steps,27
724,emphasis,22
725,identification,65
726,training,178
727,trainees,6
728,sustainability,19
729,chance,12
730,nchinda,2
731,carta,5
732,sciences,9
733,researchers,134
734,outcomes,329
735,programmes,48
736,success,55
737,article,36
738,describe,15
739,initiatives,19
740,engagement,16
741,provide,30
742,wits,8
743,input,10
744,committee,10
745,administration,48
746,postgraduate,9
747,office,35
748,endeavours,2
749,collaborations,16
750,seed,17
751,grants,1
752,partnerships,15
753,mass,107
754,productivity,10
755,methodology,23
756,basic,4
757,biostatistics,6
758,application,73
759,writing,4
760,courses,8
761,supervision,9
762,supervisors,4
763,staff,34
764,supplementry,2
765,table,52
766,difficulties,35
767,sector,7
768,years,400
769,endeavour,1
770,expand,2
771,finances,1
772,hsro,1
773,relation,81
774,corporation,12
775,york,5
776,fellows,1
777,annum,3
778,constraints,13
779,infrastructure,11
780,academics,12
781,phd,2
782,candidates,15
783,funds,5
784,administrators,2
785,institution,5
786,carnegie,1
787,students,142
788,retreats,3
789,submission,1
790,publications,20
791,obstacle,7
792,opportunity,30
793,bonds,15
794,urgent,2
795,zambia,10
796,zimbabwe,3
797,body,218
798,knowledge,119
799,tuberculosis,18
800,malaria,17
801,drug,186
802,delivery,80
803,strengthen,4
804,emergent,5
805,fonn,2
806,initiate,11
807,whitworth,1
808,variety,183
809,ways,52
810,citation,1
811,rates,405
812,isolation,45
813,faculty,3
814,committees,2
815,units,51
816,embrace,1
817,spirit,1
818,goodwill,1
819,alumni,2
820,end,126
821,bridges,1
822,school,26
823,johns,2
824,universities,6
825,wales,8
826,university,20
827,zealand,9
828,amongst,5
829,mentorship,5
830,introduction,26
831,forum,2
832,place,61
833,funding,3
834,become,9
835,harries,1
836,increases,148
837,course,41
838,completion,16
839,publishing,2
840,papers,13
841,congress,1
842,means,21
843,creation,14
844,reasons,43
845,capability,8
846,lessons,16
847,linkages,3
848,protection,103
849,mentors,3
850,maize,18
851,sources,47
852,soybeans,16
853,seeds,21
854,sulfur,4
855,amino,47
856,acids,93
857,agriculture,26
858,nations,1
859,malawi,1
860,blends,23
861,governments,2
862,partners,6
863,children,297
864,schools,32
865,hospitals,36
866,centers,31
867,camps,6
868,østlie,1
869,wicklund,1
870,lawless,1
871,heymann,1
872,attributes,1
873,acceptability,9
874,suitability,3
875,varieties,6
876,harriman,1
877,nzee,1
878,alamu,6
879,olaofe,1
880,menkir,1
881,chukuma,6
882,preserves,5
883,flours,6
884,achidi,5
885,popola,5
886,gondwe,5
887,chikoye,5
888,amegovu,5
889,cheryan,5
890,cune,5
891,nelson,15
892,emire,5
893,buta,5
894,fikiru,5
895,bultosa,5
896,forsido,5
897,temesgen,5
898,kalimbira,5
899,mtimuni,5
900,kehlet,5
901,kæstel,5
902,hausner,5
903,bredie,5
904,muhimbula,5
905,kinabo,4
906,kind,23
907,porridges,4
908,hatchery,7
909,market,18
910,demands,44
911,production,201
912,sinensis,4
913,tons,2
914,dollars,2
915,fishery,2
916,yearbook,2
917,materials,109
918,taste,5
919,jiang,25
