,nouns,freq
0,pattern,159
1,rna,34
2,viruses,10
3,example,195
4,honey,6
5,bee,1
6,chen,12
7,results,2460
8,host,41
9,fitness,29
10,costs,70
11,gene,234
12,expression,883
13,changes,375
14,cordes,1
15,bees,3
16,paralysis,7
17,virus,26
18,galbraith,1
19,coordination,18
20,traits,43
21,species,263
22,angiosperms,2
23,holbrook,1
24,maherali,1
25,data,1373
26,concur,2
27,hair,20
28,studies,3795
29,levels,988
30,drug,94
31,coc,4
32,affinity,38
33,melanine,3
34,beg,3
35,metabolite,9
36,concentration,192
37,samples,195
38,findings,2053
39,marker,135
40,use,347
41,frequency,207
42,ncoc,1
43,detection,76
44,consumption,98
45,birds,8
46,velocity,40
47,stress,223
48,helfenstein,1
49,show,135
50,line,935
51,interpretation,38
52,effect,805
53,length,56
54,fruit,25
55,melanogaster,6
56,authors,196
57,result,257
58,concept,44
59,selection,77
60,depression,92
61,falconer,1
62,datasets,16
63,amp,825
64,scoboria,1
65,inflation,2
66,experience,93
67,means,14
68,memory,131
69,scale,20
70,number,396
71,participants,287
72,memories,10
73,study,3104
74,bays,1
75,gagne,1
76,increase,551
77,imagination,3
78,control,421
79,condition,76
80,point,132
81,horselenberg,1
82,scores,124
83,half,34
84,source,65
85,framework,17
86,johnson,10
87,increases,158
88,confidence,36
89,events,336
90,correspond,13
91,experiences,49
92,minority,10
93,individuals,291
94,feedback,12
95,foods,45
96,contents,6
97,person,24
98,discount,1
99,operations,5
100,suggests,33
101,imagery,9
102,accounts,20
103,productions,2
104,experimenter,1
105,instructions,5
106,judgements,3
107,risk,1352
108,potent,13
109,mixture,18
110,cell,640
111,lines,94
112,agreement,695
113,antitumor,8
114,breast,109
115,cancer,478
116,enantiomer,2
117,cytotoxicity,14
118,assays,19
119,cells,1583
120,mixtures,3
121,activity,594
122,figure,956
123,programme,23
124,skills,67
125,programmes,26
126,health,430
127,leadership,25
128,care,222
129,graduates,10
130,confirms,52
131,mutations,130
132,patients,3228
133,atlas,2
134,research,394
135,comparison,133
136,target,138
137,approach,99
138,advantage,32
139,molecules,77
140,aberrations,8
141,ocs,3
142,subtypes,44
143,majority,148
144,carriers,60
145,boyd,1
146,hennessy,1
147,phenotype,105
148,adaptation,14
149,motor,112
150,perception,22
151,direction,38
152,loss,215
153,efficiency,48
