,verbs,freq
0,prolonged,40
1,includes,29
2,known,324
3,caused,111
4,allows,54
5,used,1093
6,showed,400
7,may,1209
8,retained,9
9,following,271
10,displayed,16
11,svr,3
12,designated,24
13,divided,32
14,end,19
15,hyperventilating,1
16,received,96
17,denoted,7
18,subset,19
19,increased,584
20,decreased,152
21,made,163
22,exercise,6
23,reconditioning,3
24,improve,223
25,reported,1056
26,would,256
27,result,129
28,supine,2
29,reduced,284
30,striking,8
31,reducing,101
32,sequestration,3
33,potentiated,6
34,past,1
35,occurred,33
36,accounted,15
37,treated,113
38,breathing,46
39,rebreathing,1
40,minimized,10
41,remained,15
42,revived,6
43,mayo,6
44,hyperventilation,4
45,subsumed,4
46,retraining,4
47,causing,28
48,resolve,8
49,distribute,3
50,uncontrolled,4
51,decreasing,26
52,increasing,147
53,reduces,20
54,decreases,25
55,diminished,5
56,contribute,108
57,lung,13
58,hypocapnia,1
59,changing,34
60,standing,25
61,cbv,3
62,ioh,3
63,onset,36
64,reaches,5
65,restored,24
66,remains,144
67,compared,578
68,depicted,9
69,followed,98
70,resulting,237
71,continued,26
72,extrathoracic,3
73,pooling,6
74,occurs,59
75,operating,17
76,thoracic,3
77,linked,144
78,derives,2
79,flows,2
80,sensing,42
81,shown,785
82,carotid,4
83,vasoconstriction,1
84,activated,98
85,testing,81
86,vary,34
87,defined,188
88,influenced,19
89,lowers,3
90,regulate,45
91,focused,123
92,identified,299
93,proposed,161
94,associated,881
95,sodium,13
96,tubules,2
97,overactivated,6
98,characterized,110
99,elevated,123
100,suggest,163
101,mediated,40
102,demonstrated,435
103,improves,30
104,prompted,33
105,including,910
106,understand,30
107,using,1035
108,remodeling,85
109,found,650
110,macrophages,10
111,stiffening,25
112,induced,95
113,clarified,8
114,roles,5
115,elucidated,8
116,expressed,171
117,increases,62
118,expression,31
119,focusing,4
120,iecs,3
121,required,179
122,apply,16
123,loading,31
124,considered,218
125,generated,82
126,crossing,18
127,expressing,30
128,determined,156
129,listed,35
130,obtained,163
131,prepared,38
132,weighed,2
133,drying,14
134,resuspended,8
135,left,355
136,centrifuged,12
137,subunits,5
138,whereas,45
139,mice,42
140,thought,53
141,regulated,39
142,might,280
143,related,131
144,revealed,90
145,proteins,56
146,enac,6
147,expected,99
148,differed,11
149,regulates,43
150,acidosis,2
151,salt,6
152,changed,13
153,established,128
154,assessed,106
155,observed,294
156,cardiac,39
157,surviving,9
158,continues,16
159,concerted,5
160,remain,86
161,based,555
162,loe,1
163,correlating,15
164,updated,4
165,grade,16
166,drives,10
167,correlate,7
168,processes,59
169,identify,82
170,gaps,2
171,prioritized,14
172,set,77
173,assist,7
174,funding,4
175,objectives,1
176,develop,77
177,modified,63
178,delphi,3
179,structured,7
180,building,5
181,informed,8
182,study,178
183,combined,59
184,meant,1
185,uses,18
186,provide,130
187,selected,123
188,could,459
189,engaged,24
190,obtain,30
191,rounds,1
192,administered,42
193,participate,13
194,round,1
195,tailored,4
196,confirmed,93
197,involved,249
198,institute,2
199,reached,15
200,agreed,4
201,presented,111
202,direct,18
203,effecting,2
204,reach,23
205,predetermined,2
206,included,214
207,noted,100
208,leveraging,1
209,enhancing,20
210,improving,56
211,described,406
212,estimated,134
213,addressing,19
214,studied,99
215,improved,142
216,optimizing,10
217,cpr,3
218,optimized,16
219,ohca,1
220,implemented,54
221,lives,7
222,saved,2
223,doubling,1
224,conducted,113
225,outlined,8
226,indicates,62
227,ems,1
228,save,10
229,arizona,1
230,managed,16
231,assuming,6
232,lead,45
233,accounting,9
234,mounting,17
235,born,17
236,preterm,20
237,include,245
238,hypertension,26
239,given,181
240,risk,85
241,developing,89
242,epc,18
243,proliferate,5
244,play,75
245,homing,5
246,activating,100
247,situ,3
248,occurring,61
249,subpopulation,7
250,ecfc,36
251,expanded,26
252,named,23
253,examined,67
254,contains,42
255,isolated,88
256,adapted,37
257,collected,57
258,separated,22
259,pittsburgh,1
260,performed,312
261,blinded,8
262,analyzed,61
263,horten,2
264,investigated,194
265,correlated,98
266,shows,97
267,abpm,3
268,finds,3
269,enhanced,86
270,myeloid,6
271,circulating,77
272,diabetes,210
273,function,31
274,literature,7
275,classified,125
276,according,261
277,presents,3
278,type,45
279,called,49
280,growing,74
281,added,54
282,progenitor,5
283,vitro,19
284,confer,5
285,show,121
286,suggesting,99
287,indicated,116
288,maintaining,21
289,findings,7
290,marked,30
291,lovering,6
292,contributed,30
293,unexplained,3
294,postulated,7
295,considering,40
296,exposed,39
297,showing,78
298,linking,14
299,activation,19
300,turn,32
301,consequences,9
302,counts,11
303,yielded,25
304,cord,7
305,hyperoxia,5
306,disrupted,10
307,signaling,295
308,accelerated,8
309,impaired,71
310,mimicking,7
311,newborns,3
312,developed,165
313,adulthood,2
314,reflect,30
315,stimulated,25
316,postulate,3
317,notch,2
318,epcs,2
319,mechanisms,13
320,promoted,23
321,reversed,15
322,cell,97
323,designed,94
324,programmed,4
325,determine,39
326,gluten,3
327,embarking,1
328,snaps,1
329,recorded,32
330,campbell,1
331,raising,4
332,pertinent,1
333,asymmetry,2
334,published,168
335,camdessanché,2
336,affects,36
337,ckd,16
338,arrhythmias,2
339,undergoing,53
340,stated,13
341,lvad,1
342,address,8
343,lvads,5
344,advancing,5
345,change,19
346,making,61
347,concerning,17
348,esrd,19
349,overlapping,10
350,bleeding,96
351,suggests,101
352,routine,15
353,requires,79
354,recognizing,8
355,plays,53
356,complicating,9
357,receive,12
358,refined,8
359,medicare,2
360,evaluated,84
361,discharged,3
362,classifying,1
363,causes,46
364,intermacs,1
365,receiving,101
366,flow,7
367,bansal,4
368,outcomes,74
369,acute,48
370,explain,34
371,distinguished,22
372,vads,2
373,divert,6
374,implicated,39
375,occur,65
376,limited,121
377,kidney,15
378,preimplantation,1
379,need,144
380,stroke,93
381,carrying,21
382,abbott,2
383,approved,51
384,bridging,5
385,centrifugal,3
386,implanted,3
387,durable,2
388,pump,2
389,increase,144
390,guiding,3
391,adoption,3
392,ffr,6
393,use,132
394,performing,13
395,physiology,3
396,computed,47
397,validated,88
398,multicenter,1
399,proving,3
400,setting,35
401,reference,1
402,tapering,1
403,sizing,1
404,visualized,6
405,measured,236
406,favor,9
407,explained,46
408,offline,2
409,facilitated,5
410,existing,64
411,inherited,16
412,exist,28
413,generating,20
414,create,20
415,morris,1
416,calculation,4
417,limiting,23
418,wires,3
419,avoid,12
420,resting,16
421,perform,29
422,depending,31
423,versus,13
424,resulted,100
425,randomized,95
426,enrolling,9
427,mean,24
428,approaching,1
429,qfr,1
430,approaches,8
431,powered,9
432,allowed,25
433,awaiting,6
434,medina,1
435,attributed,23
436,needs,21
437,seemed,9
438,rose,4
439,cytopathic,1
440,extrapolated,21
441,rat,20
442,exhibits,23
443,arrest,7
444,recovering,12
445,describe,14
446,ensuring,4
447,accurate,6
448,challenging,31
449,vco,1
450,shinozaki,1
451,designing,13
452,sampled,27
453,finding,47
454,leading,170
455,rats,7
456,depends,49
457,consumed,38
458,ranges,24
459,carbohydrate,12
460,rqs,2
461,evaluating,56
462,excluded,56
463,concluded,47
464,valid,3
465,report,28
466,excluding,7
467,target,30
468,comparable,1
469,oxidases,5
470,maintained,21
471,lowering,17
472,produced,66
473,substrate,8
474,glucose,25
475,deprives,1
476,fall,3
477,switching,30
478,adaptive,1
479,minimalizing,1
480,supporting,89
481,fed,18
482,priming,6
483,subjected,22
484,humans,5
485,done,20
486,decline,8
487,whites,3
488,cardia,10
489,baseline,10
490,adjusted,24
491,smoking,26
492,eating,4
493,treating,44
494,eliminating,8
495,attain,8
496,ratio,39
497,raises,3
498,masked,2
499,blacks,1
500,concordant,3
501,angiotensinogen,1
502,mellitus,26
503,benefit,25
504,elect,2
505,begin,8
506,reduce,194
507,recommended,86
508,absence,9
509,equated,3
510,suggested,255
511,regarding,59
512,screening,41
513,galie,1
514,trv,1
515,deidentified,1
516,extracted,47
517,rhc,4
518,procedure,5
519,graded,7
520,interpreting,4
521,transmitted,15
522,reviewed,84
523,applied,103
524,knowledge,17
525,provides,117
526,require,74
527,interpreted,30
528,referred,47
529,detecting,17
530,earlier,2
531,subjects,7
532,mitigates,4
533,review,10
534,values,1
535,attempted,46
536,emerging,42
537,light,7
538,brought,2
539,forefront,1
540,discovery,1
541,cvd,45
542,approach,15
543,signatures,5
544,sabre,1
545,targeted,39
546,offspring,30
547,recruited,13
548,beginning,9
549,started,23
550,attending,10
551,aged,45
552,detailed,35
553,assay,28
554,adjudicated,5
555,ascvd,5
556,predicting,27
557,calculated,162
558,threshold,19
559,protein,36
560,extend,20
561,test,16
562,demonstrate,36
563,highlight,21
564,appeared,14
565,support,37
566,fhs,1
567,predicts,26
568,binding,236
569,insulin,22
570,resistin,6
571,predicted,57
