,verbs,freq
0,reduced,299
1,revealing,10
2,show,359
3,result,143
4,bread,1
5,founded,1
6,enrolled,11
7,underlying,33
8,found,1610
9,termed,6
10,syndrome,9
11,study,410
12,belonged,11
13,subset,22
14,consistent,177
15,reported,2543
16,characterized,69
17,diagnosed,62
18,represents,33
19,exhibits,16
20,described,501
21,hydei,1
22,observed,1587
23,using,799
24,binding,286
25,seen,290
26,percentages,5
27,experienced,29
28,studied,122
29,suggested,308
30,according,141
31,aged,70
32,estimated,95
33,researched,2
34,subjects,19
35,reporting,63
36,perceived,19
37,finding,558
38,bmd,1
39,diabetes,58
40,need,54
41,made,118
42,pain,31
43,given,174
44,improves,8
45,noted,229
46,nayeem,1
47,leads,71
48,resulted,123
49,tends,6
50,shows,136
51,irp,1
52,centered,7
53,ramachandran,1
54,bounded,1
55,opted,2
56,screened,8
57,structures,22
58,lyu,2
59,implicit,3
60,modeling,24
61,agree,82
62,known,221
63,defensins,2
64,reared,3
65,raised,28
66,played,19
67,considering,56
68,broken,4
69,come,5
70,may,1309
71,solving,2
72,see,206
73,shed,7
74,body,16
75,improved,48
76,stand,5
77,analyzed,69
78,lies,5
79,includes,13
80,proposed,168
81,confirms,95
82,support,123
83,associated,566
84,krantz,1
85,adjusted,20
86,stroke,14
87,designed,18
88,dronedarone,1
89,evaluating,8
90,conducted,74
91,sustained,46
92,following,252
93,catheter,1
94,involving,69
95,left,78
96,exercise,6
97,lead,76
98,turn,25
99,klareskog,1
100,used,441
101,suggests,327
102,limited,75
103,assuming,28
104,showing,359
105,could,531
106,farther,1
107,indicated,187
108,charged,35
109,aqvist,1
110,resulting,118
111,termini,3
112,occur,86
113,sali,2
114,lysozyme,2
115,attributed,85
116,unsatisfied,2
117,carbonyls,2
118,helix,8
119,affirming,2
120,based,245
121,developed,75
122,including,357
123,examined,99
124,increasing,174
125,doubling,22
126,selected,56
127,randomized,17
128,showed,872
129,ses,5
130,protease,3
131,identified,255
132,confirmed,413
133,obtained,578
134,containing,95
135,enriched,19
136,allowed,44
137,assigned,30
138,docked,3
139,placing,6
140,proximal,4
141,positioning,10
142,yamazaki,3
143,places,3
144,complementary,4
145,protein,51
146,distinguished,3
147,continues,12
148,strand,4
149,terminates,1
150,restrained,1
151,resembles,17
152,wlodawer,1
153,submitted,10
154,aligned,9
155,chang,7
156,impaired,31
157,signaling,226
158,imply,6
159,develop,59
160,pointing,7
161,regulating,21
162,induced,225
163,differ,35
164,jia,16
165,imt,1
166,increased,764
167,shown,1083
168,detected,312
169,speculated,16
170,apparent,3
171,ages,10
172,kriittgen,1
173,postulated,33
174,putative,1
175,fiorillo,1
176,replaced,11
177,corresponding,124
178,retained,28
179,activate,36
180,altered,47
181,suggesting,347
182,related,167
183,diederichs,2
184,mapping,6
185,neutralizing,9
186,met,10
187,sensitivity,3
188,calculated,123
189,mri,12
190,correlated,142
191,determined,168
192,presented,143
193,displayed,46
194,slowing,11
195,correlates,27
196,demonstrate,104
197,contain,33
198,deamination,1
199,adenine,1
200,magnitude,30
201,knee,9
202,leading,88
203,therefore,37
204,aiming,6
205,improve,32
206,escape,1
207,hospitalized,3
208,exceeded,13
209,chf,1
210,excluded,41
211,affect,50
212,marker,6
213,extend,70
214,expression,95
215,lining,14
216,thought,53
217,omitted,5
218,administered,28
219,rituximab,6
220,confirm,126
221,providing,37
222,published,270
223,restricted,54
224,defects,17
225,dln,3
226,led,56
227,antigen,13
228,furthermore,19
229,indicating,227
230,appears,171
231,onset,56
232,fig,179
233,target,12
234,compared,701
235,exceed,4
236,recommended,17
237,salt,13
238,completed,20
239,excretion,2
240,contrast,59
241,intake,19
242,find,108
243,trace,1
244,account,51
245,underscores,1
246,analysis,7
247,revealed,213
248,carried,21
249,corrected,19
250,cns,9
251,neurodegeneration,2
252,substituted,4
253,purported,3
254,ataxia,2
255,investigated,74
256,married,1
257,lived,1
258,impede,1
259,examining,12
260,lave,1
261,moreover,7
262,suggest,397
263,weight,47
264,type,32
265,documented,91
266,reinforce,5
267,fat,5
268,lean,1
269,reviewed,35
270,least,18
271,mediated,72
272,assessed,59
273,changes,7
274,cvd,1
275,agrees,100
276,appear,110
277,depends,29
278,mcquade,1
279,desensitized,1
280,produced,199
281,dose,8
282,reduce,57
283,increase,114
284,genotypes,6
285,expected,298
