,verbs,freq
0,binding,402
1,mirrored,6
2,considered,156
3,given,240
4,subdomain,6
5,correlated,165
6,supporting,131
7,show,297
8,whereas,58
9,conserved,38
10,mentioned,47
11,amp,262
12,demonstrated,581
13,provides,119
14,govern,3
15,recognizes,7
16,observed,1565
17,andino,3
18,including,370
19,pose,5
20,rationalize,3
21,ensures,3
22,associated,813
23,guertin,6
24,formed,63
25,confirmed,349
26,liking,21
27,dha,5
28,found,1790
29,increased,871
30,intake,82
31,metabolite,1
32,suggesting,392
33,consume,7
34,may,1410
35,spiced,1
36,liberated,2
37,enhancing,19
38,providing,27
39,modulating,15
40,release,20
41,induced,234
42,play,65
43,breaching,1
44,showed,768
45,inflammatory,1
46,occurred,102
47,degenerating,1
48,determining,28
49,investigated,89
50,cigarettes,1
51,inhaled,1
52,hecht,1
53,exhibit,32
54,burdens,2
55,suggested,299
56,homeostasis,1
57,absorb,1
58,sharma,1
59,increasing,241
60,occurring,47
61,performed,174
62,reaching,33
63,serve,23
64,rheumatoid,18
65,adverse,8
66,scalp,17
67,reported,2531
68,pakistani,17
69,done,48
70,abed,17
71,table,8
72,measured,218
73,breeding,7
74,cygnus,1
75,prolactin,2
76,goldsmith,1
77,decreased,314
78,hatched,2
79,wheezing,4
80,distributed,19
81,tiv,4
82,altered,50
83,confirms,79
84,extends,44
85,attenuated,42
86,laiv,5
87,stimulating,11
88,respiratory,4
89,remains,74
90,studied,132
91,plasma,47
92,inactivated,13
93,administered,46
94,shedding,10
95,vaccination,2
96,obtained,603
97,influenza,6
98,circulating,43
99,detected,271
100,isolated,65
101,extended,81
102,onset,47
103,reflect,100
104,based,260
105,pointed,18
106,oxidized,9
107,lipoproteins,4
108,producing,18
109,endothelium,2
110,causing,23
111,childbearing,2
112,united,7
113,italy,9
114,aged,91
115,girls,4
116,showing,415
117,using,823
118,study,360
119,use,81
120,modeling,27
121,evaluating,25
122,involving,104
123,proposed,188
124,error,5
125,increase,162
126,childhood,17
127,progression,2
128,grouping,8
129,hawkins,10
130,snelder,4
131,finding,667
132,could,526
133,explained,156
134,underlying,55
135,expected,258
136,keeping,70
137,commonplace,2
138,known,225
139,place,6
140,ross,3
141,work,66
142,agree,83
143,replicating,22
144,sanfey,5
145,pubhshed,2
146,would,400
147,anticipated,19
148,matched,31
149,improved,89
150,owes,2
151,regarding,102
152,proteincoding,2
153,accompanied,41
154,acute,17
155,increases,83
156,supported,177
157,resting,39
158,described,441
159,suggest,433
160,adult,49
161,related,262
162,sacrificed,3
163,exhibits,12
164,potassiated,1
165,shown,1060
166,radiolabeled,5
167,vivo,26
168,contrast,40
169,dosed,1
170,indicating,274
171,degraded,2
172,peptidases,2
173,kidneys,2
174,determined,145
175,spiking,5
176,published,183
177,match,4
178,involves,35
179,compared,780
180,leads,105
181,phosphorylated,30
182,deprotonate,1
183,render,3
184,charged,34
185,respect,23
186,following,287
187,morris,11
188,tfm,1
189,matsumoto,2
190,expanded,21
191,vmh,2
192,differed,42
193,displayed,68
194,result,146
195,agrees,93
196,madeira,1
197,considering,43
198,prescribed,4
199,atopy,3
200,influence,26
201,find,115
202,barreto,2
203,schoolchildren,2
204,ludviksdottir,1
205,nonatopic,1
206,rhinitis,1
207,appears,197
208,atopic,1
209,longlasting,1
210,airways,3
211,rnase,7
212,corresponding,139
213,remaining,33
214,indicate,213
215,processing,83
216,vitro,36
217,essential,4
218,yeast,5
219,see,296
220,judged,22
221,rpp,1
222,identified,219
223,locuslink,1
224,resides,3
225,function,29
226,mediated,106
227,predicated,2
228,archaea,2
229,brown,5
230,archaealrelated,1
231,horiike,1
232,represent,51
233,derived,104
234,protein,96
235,weight,106
236,reflects,55
237,occurs,92
238,squares,3
239,diluted,8
240,kept,10
241,presented,186
242,corrected,16
243,extracted,20
244,lanes,5
245,separated,11
246,containing,112
247,antisense,1
248,tested,108
249,snornas,1
250,accumulated,21
251,revealed,173
252,depleted,13
253,used,557
254,ends,6
255,overlapping,12
256,annealed,6
257,protected,27
258,resolved,22
259,good,1
260,seen,314
261,lost,35
262,encoded,30
263,produced,127
264,ooi,1
265,analyzed,52
266,interferes,8
267,forming,19
268,live,6
269,facing,13
270,loading,8
271,applied,77
272,strain,22
273,support,143
274,plays,18
275,bilbo,2
276,enhances,14
277,symptoms,4
278,affected,112
279,include,82
280,lps,18
281,challenge,12
282,nature,11
283,require,39
284,appeared,96
285,phased,1
286,housed,7
287,protracted,5
288,suggests,247
289,due,90
290,scn,2
291,contained,31
292,became,43
293,brönsted,1
294,followed,86
295,yield,14
296,sci,8
297,camphene,1
298,threshold,8
299,shows,133
300,exposed,105
301,buried,1
302,acetylated,2
303,fig,90
304,docking,16
305,rat,45
306,located,90
307,bvr,1
308,emphasizes,6
309,immune,5
310,induce,66
311,impinge,1
312,viewing,18
313,skinfold,3
314,continental,1
315,yielded,30
316,assessed,88
317,queried,1
318,tetramers,2
319,dipole,2
320,collected,39
321,scf,5
322,noticed,8
323,set,75
324,stabilizing,9
325,characterizing,3
326,reach,20
327,dinucleotide,1
328,delgado,2
329,influencing,17
330,interact,12
331,designed,21
332,hypotheses,7
333,round,3
334,looked,4
335,conveyed,7
336,oosterhof,1
337,perceived,70
338,believe,45
339,faces,19
340,predict,29
341,expects,1
342,sent,1
343,manipulated,5
344,kosfeld,1
345,heinrichs,2
346,replicated,34
347,hormone,3
348,learned,6
349,reciprocated,8
350,approached,12
351,believing,4
352,saw,8
353,appear,101
354,anthropomorphize,4
355,behave,10
356,blakemore,4
357,repeated,54
358,playing,10
359,influenced,52
360,rated,15
361,update,6
362,extend,77
363,updating,3
364,knowledge,26
365,interpreted,60
366,cgb,1
367,affecting,39
368,resulting,156
369,mixing,8
370,hbs,1
371,expressed,179
372,ngb,1
373,lacked,4
374,therefore,21
375,origins,5
376,dispersed,5
377,preserved,24
378,impaired,28
379,schizophrenia,31
380,missing,13
381,filled,8
382,detect,19
383,hawken,2
384,seems,175
385,high,13
386,consistent,188
387,exhibited,88
388,selected,71
389,reassured,2
390,avoiding,11
391,confounding,10
392,seem,78
393,lekking,3
394,declined,16
395,continued,21
396,neighboring,8
397,bottjer,3
398,wingfield,3
399,flutamide,2
400,modulated,20
401,displays,5
402,elevated,117
403,laboratory,5
404,courtship,2
405,activated,78
406,required,151
407,maintain,9
408,engaged,15
409,fractionized,2
410,lowering,17
411,prehypertensives,1
412,achieved,58
413,distributing,2
414,challenged,20
415,post,9
416,returned,8
417,inoculated,11
418,weaned,6
419,experiment,14
420,decreasing,40
421,led,57
422,reducing,57
423,excreted,11
424,offered,9
425,replaced,18
426,fed,108
427,dsmp,1
428,failed,73
429,spread,12
430,agp,1
431,enhance,21
432,reduced,369
433,tracheal,1
434,contribute,76
435,facilitate,25
436,inhibited,79
437,blocking,29
438,taken,133
439,confirm,145
440,previouslypublished,1
441,premise,1
442,involved,218
443,combined,90
444,selection,3
445,random,6
446,generated,62
447,splicing,94
448,randomized,18
449,incubated,12
450,lariat,9
451,denaturing,4
452,drawing,3
453,indicated,170
454,debranching,1
455,joined,3
456,inserted,3
457,transcribed,7
458,annealing,4
459,shortened,5
460,added,51
461,termini,3
462,primer,1
463,rounds,5
464,ecori,1
465,cloning,9
466,compare,24
467,contain,38
468,regarded,11
469,carried,94
470,spliced,8
471,aebi,1
472,burset,1
473,lane,6
474,odd,1
475,purified,34
476,estimated,89
477,developed,85
478,selecting,8
479,splice,7
480,annotated,4
481,opposed,17
482,optimized,16
483,rna,32
484,explain,95
485,intermediates,9
486,counterselect,4
487,conclude,23
488,must,67
489,encompass,10
490,preceding,12
491,extending,20
492,pairing,15
493,established,59
494,quantified,11
495,divided,10
496,treated,94
497,dressing,2
498,calculated,123
499,carcasses,5
500,chilling,1
501,sle,9
502,reached,50
503,xuy,1
504,provided,100
505,varied,32
506,ranging,46
507,germ,8
508,plap,2
509,preclude,3
510,interesting,26
511,composed,13
512,incorporating,9
513,rendering,7
514,imparted,1
515,scc,5
516,tumor,28
517,produce,64
518,feeding,61
519,confirming,110
520,aba,2
521,experimental,8
522,prevented,45
523,reporting,38
524,foodrestricted,1
525,according,115
526,rotated,4
527,oriented,4
528,graphene,1
529,triggered,13
530,elucidated,6
531,implicated,71
532,changing,10
533,leaving,20
534,ampk,3
535,implicating,14
536,lithium,4
537,type,28
