,nouns,freq
0,explanations,69
1,discrepancy,310
2,results,2568
3,hastings,3
4,time,636
5,installation,2
6,moorings,4
7,level,450
8,maintenance,35
9,contend,5
10,differences,1254
11,tension,27
12,chains,26
13,dissipates,2
14,need,16
15,reports,730
16,improvements,34
17,function,380
18,men,252
19,statins,9
20,inhibitors,47
21,findings,1500
22,solomon,13
23,months,235
24,statin,3
25,use,262
26,studies,3847
27,medications,35
28,control,366
29,risk,607
30,factors,422
31,populations,211
32,kind,18
33,lesions,154
34,ultrasound,2
35,patients,2084
36,sign,22
37,subgroup,37
38,study,5114
39,support,319
40,selection,121
41,immature,19
42,granules,8
43,primary,7
44,follicles,22
45,structures,69
46,goat,5
47,interactions,81
48,inhibiting,2
49,effects,900
50,taint,2
51,compounds,40
52,intensity,107
53,effect,1211
54,ska,2
55,ind,2
56,fact,397
57,number,520
58,sex,130
59,change,282
60,sample,249
61,severity,131
62,course,67
63,schizophrenia,54
64,finding,63
65,size,302
66,difference,848
67,suppression,71
68,ability,135
69,suppress,9
70,gonadotropin,2
71,secretion,121
72,administration,184
73,combination,85
74,contraception,2
75,gonadotropins,2
76,litter,9
77,floor,14
78,fit,8
79,sheep,12
80,behaviour,53
81,housing,22
82,pens,4
83,activity,841
84,density,131
85,averòs,2
86,space,20
87,availability,36
88,animals,187
89,bøe,2
90,chiumenti,1
91,ewes,6
92,frequency,306
93,lambs,11
94,responsiveness,17
95,bleating,1
96,environment,83
97,outdoor,11
98,breed,5
99,treatment,551
100,pregnancy,82
101,data,1326
102,breeds,13
103,report,417
104,bleat,1
105,allowance,8
106,animal,15
107,feed,39
108,intake,244
109,gain,44
110,horton,4
111,limit,57
112,detection,98
113,standard,33
114,ratio,160
115,method,107
116,concentration,324
117,step,20
118,strains,70
119,littermates,1
120,aggression,15
121,adults,191
122,males,129
123,defense,5
124,females,108
125,increase,633
126,testosterone,45
127,pups,3
128,mice,331
129,date,29
130,mechanisms,115
131,direction,68
132,attribution,16
133,style,21
134,life,88
135,experiences,23
136,blackwood,2
137,paradigm,18
138,characteristics,109
139,bos,2
140,jeannerod,2
141,role,399
142,addition,385
143,symptoms,245
144,agency,16
145,subjects,408
146,deficits,80
147,rule,30
148,groups,566
149,rat,155
150,dorsal,21
151,root,14
152,neurons,163
153,channels,33
154,receptor,216
155,release,148
156,mechanism,154
157,membrane,111
158,domains,46
159,regions,176
160,reticulum,6
161,tendency,42
162,attribute,12
163,discrepancies,82
164,haggard,5
165,synofzik,4
166,regard,44
167,see,58
168,patient,84
169,accordance,45
170,responses,281
171,artery,57
172,buckley,4
173,medina,4
174,endothelium,13
175,counteracts,4
176,response,646
177,miranda,9
178,rabbit,40
179,vein,23
180,valentin,4
181,karlsson,4
182,result,379
183,modulate,11
184,contractile,8
185,vasodilators,4
186,vasoconstrictors,4
187,durations,26
188,age,726
189,patel,18
190,stranges,6
191,associations,178
192,health,192
193,relationship,414
194,rate,688
195,constants,19
196,resource,4
197,limitation,30
198,carbohydrates,3
199,denitrification,4
200,rates,411
201,scale,41
202,firstorder,1
203,experiments,364
204,app,1
205,ratios,67
206,cycles,20
207,productivity,3
208,loading,5
209,wetlands,4
210,plant,38
211,assemblages,2
212,drugs,76
213,cocaine,103
214,mothers,33
215,bmi,116
216,period,243
217,ages,48
218,years,397
219,exposure,235
220,birth,95
221,head,45
222,circumference,16
223,vance,3
224,growth,283
225,richardson,11
226,present,437
227,alcohol,70
228,decreases,44
229,childhood,66
230,adolescence,31
231,prenatal,2
232,functions,79
233,tasks,127
234,components,62
235,memory,203
236,trajectories,6
237,aspects,68
238,steeper,1
239,patterns,102
240,sequences,114
241,pearson,2
242,evidence,541
243,performance,284
244,test,153
245,recall,22
246,mazes,4
247,distance,56
248,die,3
249,trail,23
250,limb,14
251,contradicts,42
252,expectations,51
253,behavior,95
254,chen,43
255,obstacle,3
256,contact,25
257,phase,211
258,decreasing,3
259,approach,84
260,clearance,36
261,phenotypic,21
262,variance,57
263,markers,98
264,contrasts,126
265,davies,6
266,formation,210
267,context,36
268,array,20
269,background,51
270,cues,37
271,shows,49
272,kim,37
273,fear,29
274,view,70
275,contrast,1261
276,paradigms,16
277,deficit,23
278,scz,2
279,deterioration,24
280,masking,27
281,eye,36
282,ross,20
283,potentials,7
284,degrades,2
285,levels,1451
286,miller,50
287,individuals,299
288,weight,120
289,education,55
290,variables,101
291,programme,9
292,qualification,5
293,population,438
294,misperception,1
295,status,227
296,work,306
297,experience,89
298,specialty,1
299,places,7
300,practice,40
301,misperceptions,1
302,line,173
303,paediatricians,1
304,cultures,54
305,interfering,2
306,rna,26
307,chip,3
308,survival,144
309,stress,142
310,cell,819
311,vivo,94
312,models,176
313,brain,298
314,tissue,254
315,sma,8
316,biomass,12
317,hotspots,6
318,stimulation,169
319,methane,10
320,production,223
321,dosage,18
322,florencio,1
323,supplementation,70
324,cod,14
325,removal,28
326,impact,83
327,methanogens,1
328,situation,40
329,anmbr,1
330,starch,12
331,wastewater,25
332,methanogenesis,1
333,stabilization,23
334,fang,11
335,consistency,10
336,ftnd,1
337,questionnaire,19
338,memories,13
339,mood,21
340,inductions,1
341,task,190
342,explanation,230
343,pigeons,4
344,grain,22
345,grit,1
346,half,23
347,treatments,49
348,defects,27
349,gold,8
350,papers,12
351,damage,92
352,electrode,12
353,surface,174
354,configuration,12
355,fragmentation,42
356,psd,11
357,spectra,28
358,pathways,62
359,forms,56
360,reasons,131
361,others,409
362,choice,78
363,matrices,8
364,oligonucleotides,10
365,example,191
366,acuity,26
367,dark,14
368,strain,89
369,differ,57
370,harker,4
371,possibility,101
372,influence,161
373,wistar,12
374,whishaw,2
375,variation,174
376,contribute,14
377,tdcs,2
378,epileptiform,3
379,eeg,7
380,discharge,8
381,reduction,277
382,group,719
383,vegetables,36
384,constituents,4
385,blood,257
386,lipids,53
387,changes,471
388,cholesterol,146
389,ldl,28
390,triglycerides,14
391,activation,380
392,resources,17
393,attention,136
394,vigilance,6
395,sensorimotor,9
396,coordination,33
397,diagnosis,83
398,motor,100
399,braff,2
400,wolff,3
401,controls,193
402,notion,23
403,demands,8
404,abrasions,3
405,phillips,32
406,kilbride,3
407,provision,18
408,types,181
409,rpp,1
410,intubation,4
411,increases,229
412,values,602
413,tracheal,2
414,nicardipine,1
415,cases,389
416,muscle,178
417,weakness,4
418,rigidity,16
419,contractures,6
420,involvement,50
421,lamin,2
422,emerin,2
423,edmd,2
424,spine,31
425,ankle,6
426,atrophy,29
