,verbs,freq
0,trained,18
1,located,89
2,using,1215
3,described,303
4,sighted,2
5,identified,315
6,based,571
7,sighting,4
8,recorded,65
9,reached,27
10,recruited,20
11,observed,327
12,used,1085
13,included,198
14,exclude,12
15,might,288
16,conducting,25
17,spotted,8
18,built,19
19,associated,912
20,following,267
21,mrow,10
22,determined,132
23,tested,108
24,omitted,3
25,dormann,1
26,ranked,3
27,assessed,85
28,limited,145
29,vegetative,1
30,providing,95
31,experience,26
32,refuges,3
33,determining,65
34,offspring,177
35,vulpus,2
36,moehrenschlager,2
37,macdonald,8
38,found,841
39,aided,10
40,improved,118
41,mojave,2
42,gopherus,2
43,kills,3
44,stolen,3
45,could,648
46,indirect,13
47,pardus,4
48,suffered,6
49,amp,942
50,falling,5
51,reduced,228
52,denser,2
53,counterintuitive,2
54,prefer,10
55,preferred,19
56,strengthens,3
57,plays,73
58,use,143
59,broekhuis,9
60,fulfill,10
61,maintaining,33
62,improve,116
63,viewing,4
64,burning,9
65,shown,853
66,carnivore,3
67,postburn,3
68,attracting,9
69,therefore,33
70,prey,21
71,depends,42
72,vegetated,2
73,explain,69
74,correlated,118
75,showing,154
76,killed,3
77,compared,457
78,bissett,2
79,study,188
80,russia,1
81,affected,123
82,protected,30
83,caused,173
84,kerley,2
85,reported,1058
86,serengeti,2
87,happening,2
88,attract,3
89,present,12
90,burney,4
91,result,135
92,forage,6
93,laurenson,8
94,cubs,2
95,cause,63
96,behavior,8
97,creel,7
98,influence,48
99,hoatzins,5
100,dense,2
101,minimizing,7
102,humans,9
103,wolves,2
104,allowing,46
105,sazatornil,1
106,shows,48
107,buckley,1
108,influencing,19
109,presented,91
110,cheetahs,2
111,need,106
112,durant,2
113,decreased,133
114,maciejewski,1
115,needs,23
116,ensure,45
117,taken,91
118,include,253
119,cheetah,1
120,ensuring,15
121,allowed,66
122,keep,5
123,kept,10
124,enclosed,3
125,detect,34
126,approaching,13
127,habitat,17
128,continuing,6
129,moving,16
130,influences,12
131,flow,8
132,responses,24
133,shifting,21
134,bowler,3
135,frequency,10
136,tend,54
137,documented,45
138,including,756
139,clobert,3
140,known,370
141,whereas,33
142,reverse,3
143,appears,78
144,dispersal,21
145,occurs,117
146,move,12
147,biases,2
148,may,1860
149,related,219
150,turn,31
151,suggest,171
152,biased,17
153,liker,2
154,see,181
155,illustrated,13
156,induced,153
157,sexes,1
158,increased,587
159,disperses,2
160,breeding,53
161,suffering,19
162,inbreeding,53
163,outbred,4
164,pusey,4
165,performed,259
166,knowledge,28
167,testing,153
168,epp,3
169,collected,72
170,searching,36
171,tracking,7
172,cited,11
173,mabry,2
174,defined,181
175,birth,5
176,successive,2
177,reproduction,1
178,distances,1
179,note,44
180,distinguished,16
181,measured,171
182,degree,8
183,ranging,63
184,lekking,1
185,mating,43
186,means,47
187,containing,68
188,calculated,188
189,estimated,111
190,item,4
191,expressed,168
192,assuming,22
193,scoring,12
194,hartley,2
195,split,6
196,head,5
197,referred,47
198,meaning,18
199,find,75
200,species,46
201,mean,26
202,differed,16
203,given,265
204,set,107
205,care,7
206,weissing,1
207,studied,136
208,categorized,11
209,computed,17
210,revell,4
211,provided,166
212,specified,10
213,hypotheses,10
214,martins,3
215,allows,63
216,controlling,12
217,incorporating,11
218,represents,64
219,analyses,47
220,retrieved,15
221,pgls,2
222,provides,98
223,trait,15
224,phylogeny,3
225,compares,1
226,considering,70
227,permuted,1
228,evolved,24
229,converted,23
230,ran,3
231,composite,2
232,pruned,3
233,claude,2
234,driven,55
235,establish,26
236,ranges,32
237,focus,49
238,finding,66
239,seek,7
240,resulting,173
241,showed,344
242,tends,8
243,occupied,10
244,noncaring,2
245,seem,34
246,conform,3
247,charadrius,4
248,provide,159
249,hatching,5
250,kosztolányi,4
251,males,4
252,exhibits,8
253,seeking,15
254,displaying,16
255,farmer,2
256,conforming,1
257,missing,17
258,expected,171
259,supported,106
260,indicate,119
261,asrs,3
262,rowe,5
263,driver,7
264,hovestadt,3
265,hypothesized,58
266,benefit,72
267,galliard,3
268,recognized,74
269,seems,65
270,consequence,2
271,predicted,75
272,concluded,40
273,investigated,137
274,suggests,93
275,asr,1
276,compiled,3
277,wider,4
278,amphibians,4
279,manipulated,10
280,trochet,3
281,failed,25
282,assumed,81
283,relative,13
284,encompassed,1
285,lack,83
286,employed,97
287,describe,15
288,developed,217
289,conclude,2
290,phaseolus,1
291,includes,69
292,distributed,37
293,genus,4
294,vulgaris,2
295,climate,49
296,precipitation,20
297,increases,48
298,represent,71
299,accelerated,18
300,porch,3
301,coincide,6
302,cortés,4
303,challenged,17
304,collecting,7
305,characterizing,7
306,preserving,14
307,represented,47
308,maxted,18
309,satisfy,3
310,bean,3
311,wild,28
312,domesticated,5
313,sites,18
314,facilitating,18
315,supporting,102
316,helps,18
317,determine,59
318,svenning,34
319,wang,66
320,obtained,129
321,enabling,20
322,genotypes,7
323,facilitates,20
324,according,225
325,arroyave,1
326,toro,1
327,agrícolas,1
328,mexico,10
329,indicating,60
330,varied,23
331,sur,1
332,classified,44
333,corresponded,7
334,assigned,30
335,remaining,28
336,acutifolius,1
337,albiviolaceus,1
338,coccineus,2
339,pluriflorus,1
340,purpusii,1
341,grouping,7
342,agree,4
343,appendix,3
344,ron,4
345,needed,85
346,regarding,80
347,evaluate,27
348,control,31
349,growing,64
350,zoro,1
351,detected,150
352,recommended,59
353,distinct,3
354,macaya,1
355,tamaulipas,3
356,analyzed,53
357,gil,3
358,russell,3
359,seeds,2
360,stored,19
361,remain,65
362,germinated,1
363,predict,37
364,adapted,51
365,involve,35
366,reduce,173
367,breed,4
368,know,17
369,act,37
370,beebe,2
371,rodriguez,12
372,consists,23
373,traits,20
374,parenchyma,4
375,cell,108
376,root,4
377,occur,131
378,filiformis,3
379,debouck,3
380,regard,20
381,useful,5
382,analyzing,28
383,grouped,12
384,reinforce,4
385,making,57
386,torres,1
387,sorghum,5
388,spp,4
389,overcome,23
390,exploit,12
391,abberton,5
392,olivares,5
393,promoted,10
394,germplasm,5
395,considered,273
396,received,115
397,relatives,13
398,situ,5
399,type,33
400,smýkal,4
401,must,69
402,consider,33
403,adapt,11
404,restricted,37
405,endangered,9
406,threaten,1
407,ecosystems,17
408,inherited,9
409,wendland,2
410,decreasing,49
411,shared,48
412,decrease,24
413,narrowing,2
414,preclude,10
415,exhalation,1
416,requires,104
417,trapping,9
418,devised,3
419,intubate,1
420,ventrain,3
421,generated,89
422,suctioning,1
423,permitting,1
424,obstructed,1
425,coined,3
426,conducted,183
427,maastricht,1
428,arrive,1
429,followed,96
430,housed,2
431,fed,10
432,sealing,2
433,contraindicated,3
434,ranged,38
435,ventilating,1
436,anticipated,2
437,intensification,1
438,led,79
439,studying,46
440,persist,12
441,require,61
442,ashman,4
443,keller,4
444,klein,38
445,threatened,8
446,ollerton,4
447,landscapes,2
448,nesting,2
449,shuler,2
450,farris,1
451,harm,6
452,bee,6
453,agriculture,2
454,winfree,3
455,return,9
456,serve,39
457,promoting,63
458,lander,2
459,carried,74
460,change,47
461,insect,6
462,increasing,175
463,seppelt,5
464,settele,5
465,funding,7
466,developing,97
467,decline,19
468,buffered,5
469,severe,5
470,pollinator,5
471,comes,13
472,australia,8
473,spain,16
474,bias,16
475,managed,33
476,pollinating,10
477,agroecosystems,6
478,ricketts,6
479,classen,4
480,existing,54
481,generalized,17
482,taxa,1
483,export,2
484,fao,2
485,gallai,2
486,grote,2
487,hema,2
488,guenda,1
489,characterized,81
490,forests,4
491,surrounded,2
492,cropland,1
493,richness,4
494,evenness,1
495,pooled,14
496,gathered,18
497,gribodoi,1
498,live,10
499,gupta,1
500,caught,4
501,disturbed,11
502,varying,35
503,foraging,27
504,locate,10
505,uses,15
506,scouting,2
507,explained,45
508,embedded,18
509,savanna,6
510,offered,27
511,contrast,20
512,abundance,15
513,sesame,2
514,indicates,58
515,surrounding,35
516,williams,27
517,bees,5
518,landscape,9
519,tangtorwongsakul,4
520,show,184
521,depending,98
522,impact,36
523,highlighted,44
524,integrated,18
525,cotton,2
526,revealed,121
527,fruit,2
528,stein,1
529,basu,2
530,benefitted,2
531,involved,206
532,composed,28
533,subtype,1
534,signalling,77
535,contributing,72
536,trpm,1
537,activated,105
538,ros,23
539,binding,178
540,adenosine,19
541,accumulating,25
542,channel,18
543,sensing,9
544,implicated,82
545,diabetes,184
546,suggesting,177
547,lead,165
548,acid,10
549,activates,19
550,analogues,2
551,modified,85
552,inhibit,11
553,interfering,3
554,pyrophosphate,3
555,cadpr,1
556,prepared,9
557,stirred,4
558,expressing,46
559,cultured,21
560,transfected,23
561,rinsed,1
562,lysed,2
563,min,15
564,glucose,5
565,filled,4
566,hepes,1
567,synthesized,18
568,treated,82
569,adpr,2
570,applied,189
571,proteins,78
572,binds,14
573,substituted,10
574,ribose,1
575,ring,26
576,terminal,1
577,filling,15
578,corresponding,68
579,deprotected,1
580,lost,16
