,nouns,freq
0,hand,134
1,presence,421
2,micelles,38
3,number,395
4,noes,23
5,figure,863
6,coherent,35
7,series,183
8,sequential,7
9,classes,24
10,protons,21
11,predictions,41
12,structure,385
13,level,417
14,kink,7
15,instance,30
16,peptide,36
17,membrane,152
18,models,212
19,results,2713
20,support,354
21,idea,90
22,lipids,42
23,bilayer,24
24,esc,11
25,findings,1624
26,explanation,68
27,selectivity,28
28,membranes,109
29,bacteria,43
30,intercalation,8
31,injection,61
32,subphase,4
33,value,374
34,kinetics,62
35,surface,223
36,pressure,179
37,resemble,2
38,skin,42
39,amps,2
40,bombinins,2
41,activity,930
42,observations,468
43,interaction,178
44,insertion,8
45,group,619
46,tumours,134
47,cases,290
48,others,294
49,relationship,239
50,expression,1005
51,silvestrini,4
52,thyroid,13
53,pilotti,3
54,carcinoma,128
55,response,567
56,element,21
57,gene,411
58,miyashita,3
59,study,2582
60,microhomology,2
61,breakpoints,10
62,breakpoint,3
63,families,45
64,sequences,75
65,role,456
66,diseases,46
67,junctions,20
68,repeats,11
69,homology,12
70,formation,262
71,deletion,72
72,junction,28
73,exons,5
74,supports,86
75,mechanism,252
76,model,497
77,alternative,3
78,processes,80
79,occurrence,49
80,dmd,7
81,rearrangements,21
82,survey,54
83,patients,1493
84,tool,28
85,offers,10
86,advantages,12
87,methods,145
88,pure,32
89,events,127
90,delineation,4
91,conclusion,105
92,process,167
93,cells,2206
94,sera,13
95,fluorescence,80
96,amounts,72
97,type,288
98,agreement,996
99,data,1562
100,sig,1
101,staining,25
102,authors,193
103,hopper,2
104,aisenberg,2
105,amp,820
106,differentiation,176
107,berard,2
108,follicularcentre,2
109,cell,865
110,fcc,4
111,lymphoma,9
112,diffuse,8
113,leech,3
114,discussion,26
115,concurs,18
116,organelles,4
117,levels,1128
118,complementreceptor,1
119,subtypes,31
120,connection,8
121,distribution,141
122,complement,22
123,receptor,294
124,hyperplasia,2
125,stein,7
126,centres,11
127,whereas,102
128,mantle,1
129,areas,148
130,instances,19
131,evidence,456
132,gcc,1
133,investigations,46
134,reticulum,11
135,properties,151
136,flow,76
137,integration,35
138,stage,135
139,recovery,101
140,proposal,17
141,observers,9
142,versus,66
143,translations,1
144,counterclockwise,3
145,rotations,6
146,patterns,158
147,santoro,1
148,stages,53
149,analysis,403
150,time,560
151,experiment,70
152,sequence,132
153,velocity,46
154,field,75
155,percept,2
156,frame,17
157,damme,2
158,van,133
159,grind,2
160,processing,76
161,gradient,27
162,note,82
163,accuracy,50
164,representation,20
165,builds,2
166,hildreth,1
167,performance,222
168,sfm,2
169,task,105
170,scheme,16
171,interpretations,5
172,bressan,1
173,attempt,13
174,women,475
175,men,207
176,enter,1
177,work,338
178,force,55
179,status,174
180,jobs,8
181,demands,14
182,benefits,44
183,disability,19
184,terminations,1
185,loss,365
186,discrimination,41
187,perceptions,7
188,barriers,19
189,employment,18
190,problems,55
191,job,27
192,mays,2
193,studies,2910
194,effects,774
195,labor,10
196,participation,23
197,entry,25
198,health,188
199,antibody,77
200,devoid,5
201,reactivity,43
202,blots,4
203,purification,6
204,zps,1
205,oocytes,23
206,reproduction,11
207,program,22
208,region,323
209,spermatozoa,8
210,approaches,38
211,mouse,137
212,polypeptide,16
213,exon,19
214,mutagenesis,15
215,line,514
216,site,200
217,corroborates,13
218,paralogues,3
219,duplication,3
220,identity,50
221,notion,126
222,induction,161
223,downstream,37
224,forms,71
225,induce,45
226,glycosylation,12
227,feet,6
228,maintenance,38
229,twentyman,1
230,durand,1
231,oxygen,88
232,tension,36
233,measurements,185
234,oxygenation,6
235,tumour,97
236,publication,19
237,sansom,1
238,wood,10
239,lack,107
240,changes,463
241,mice,441
242,modulation,61
243,cortisol,33
244,stress,155
245,children,370
246,kryski,1
247,smith,49
248,hayden,1
249,singh,11
250,vulnerability,12
251,association,423
252,chips,1
253,snps,14
254,approach,79
255,childhood,44
256,experiences,19
257,abuse,10
258,development,265
259,heart,85
260,disease,269
261,polymorphisms,11
262,link,12
263,child,30
264,ailments,1
265,decades,10
266,research,217
267,interpretation,70
268,demethylation,3
269,snp,12
270,adversity,3
271,function,346
272,alleles,43
273,place,34
274,individuals,179
275,risk,470
276,outcomes,43
277,behaviors,32
278,adult,114
279,hpa,3
280,dysregulation,5
