,verbs,freq
0,detected,323
1,california,8
2,ding,8
3,precursor,4
4,selected,50
5,taking,41
6,agreed,31
7,observed,1521
8,reported,2534
9,combined,85
10,achieved,74
11,daa,1
12,using,564
13,bonded,1
14,contrasts,16
15,overestimated,10
16,indicates,168
17,ignored,14
18,result,145
19,provides,87
20,proceed,10
21,improve,43
22,received,35
23,renewed,2
24,kalyuzhny,2
25,importance,2
26,found,1800
27,examined,114
28,recalls,1
29,kraft,1
30,argued,21
31,may,1541
32,informative,2
33,estrogen,3
34,investigated,85
35,conflicting,12
36,gave,37
37,pvuii,3
38,reinforcing,20
39,increase,136
40,lack,34
41,hypothesized,25
42,interact,10
43,resulting,89
44,sampling,22
45,distorted,4
46,would,387
47,confirm,153
48,enhance,23
49,suggest,445
50,binding,355
51,stiff,2
52,dna,46
53,analogues,5
54,lobes,2
55,showing,519
56,involved,198
57,finding,588
58,melanotropes,5
59,volved,1
60,seen,267
61,reflects,49
62,inhibiting,37
63,supports,99
64,driving,23
65,could,667
66,allow,18
67,escape,8
68,establish,19
69,supporting,118
70,denoted,1
71,converted,7
72,expressing,109
73,sens,1
74,stockach,1
75,showed,802
76,increasing,212
77,wildeboer,1
78,required,199
79,substrate,5
80,consists,7
81,klebsiella,1
82,starting,12
83,adding,40
84,iptg,2
85,compared,772
86,shown,1120
87,confirmed,332
88,induction,5
89,replicates,23
90,related,246
91,inhibited,103
92,injured,6
93,caruso,3
94,performed,128
95,spiked,2
96,contained,65
97,represents,47
98,coli,13
99,yielded,23
100,suggested,384
101,reaches,7
102,proved,13
103,produces,22
104,figure,143
105,added,47
106,resulted,154
107,increased,920
108,confirms,74
109,determining,35
110,enzyme,20
111,obtained,531
112,charged,33
113,facilitating,8
114,observadas,2
115,otras,2
116,acting,22
117,ranges,23
118,given,163
119,precleaved,1
120,fused,8
121,incubated,18
122,polymerase,1
123,purified,27
124,cleaved,11
125,validated,15
126,demonstrated,474
127,proteaseactivated,1
128,constitute,8
129,assay,38
130,osteoblasts,4
131,reduce,86
132,released,35
133,decreased,311
134,play,106
135,pkcα,2
136,treated,197
137,activate,28
138,surface,23
139,membrane,13
140,fluorescence,2
141,adsorption,3
142,controlled,60
143,isolated,82
144,concluded,49
145,shifted,6
146,taken,138
147,resembles,10
148,determined,128
149,explained,111
150,adsorbed,3
151,rendering,1
152,overcome,7
153,means,26
154,ion,1
155,absolute,6
156,appear,108
157,glycosylated,8
158,diaphyses,2
159,rat,68
160,confirming,116
161,acetylated,7
162,demonstrating,149
163,nacetylated,3
164,data,54
165,superfusate,3
166,published,245
167,processing,100
168,used,450
169,conclude,14
170,endorphins,2
171,demonstrates,56
172,place,10
173,promi,1
174,coeluted,1
175,served,28
176,presented,205
177,identified,190
178,plasma,71
179,tilapia,1
180,measured,239
181,might,372
182,specific,4
183,emphasize,10
184,intensity,3
185,stres,3
186,corticotrope,3
187,employed,28
188,remained,64
189,correlated,154
190,indicate,199
191,dif,1
192,fer,1
193,stressed,8
194,point,7
195,regulate,31
196,ruled,5
197,identify,20
198,melanotrope,1
199,dosed,6
200,tissue,8
201,show,314
202,see,178
203,exposure,36
204,induced,302
205,rees,2
206,estimated,84
207,tissues,16
208,elevated,175
209,river,4
210,gill,4
211,known,264
212,held,10
213,view,17
214,requires,44
215,displaced,2
216,corresponding,110
217,groove,3
218,intervening,1
219,stay,5
220,protrude,1
221,suggesting,337
222,standing,11
223,hughes,1
224,measures,4
225,differ,92
226,spawning,2
227,carried,47
228,caged,3
229,conserved,27
230,suggests,252
231,implicating,24
232,onset,53
233,sequenced,2
234,ending,14
235,mccloskey,1
236,ratio,32
237,sibling,3
238,emphysema,2
239,hemminki,1
240,considering,79
241,staining,110
242,crucial,1
243,obeidat,1
244,associated,766
245,expressed,260
246,remodelling,3
247,plaur,3
248,stewart,3
249,worsening,4
250,diseases,16
251,fits,9
252,infer,2
253,made,143
254,underlying,46
255,keeping,94
256,sun,3
257,syncope,3
258,infiltrates,1
259,cuffing,1
260,limited,57
261,mice,36
262,extended,41
263,mcgeachy,1
264,skewed,1
265,producing,9
266,contributed,58
267,take,32
268,extends,79
269,exploring,17
270,study,460
271,running,31
272,processes,65
273,designed,21
274,living,28
275,learning,30
276,controlling,38
277,accepting,1
278,whilst,2
279,engaging,8
280,choosing,3
281,providing,24
282,wellbeing,7
283,intended,7
284,aimed,4
285,fighting,2
286,pursuit,1
287,played,13
288,outcomes,12
289,based,230
290,avoid,7
291,model,16
292,considered,113
293,highlighted,33
294,sich,18
295,eic,2
296,accumulated,25
297,present,33
298,redistributed,3
299,biotinylated,1
300,occupied,11
301,cell,153
302,accord,9
303,fibroblasts,23
304,synthesized,13
305,transported,17
306,targeted,17
307,mediated,107
308,mean,73
309,lbnp,2
310,consistent,191
311,maintained,42
312,baroreflexmediated,1
313,expected,264
314,according,127
315,bed,9
316,phase,12
317,impaired,62
318,seems,135
319,sparks,1
320,drinking,6
321,modulate,15
322,paralleled,4
323,enhanced,135
324,alexandrov,1
325,conformed,6
326,tested,77
327,including,358
328,cbt,7
329,effluent,4
330,voutsa,4
331,weiss,4
332,ranged,30
333,fig,100
334,balmer,1
335,noticed,22
336,sludge,1
337,zhang,13
338,bts,1
339,retained,18
340,modeling,12
341,located,89
342,binds,13
343,demonstrate,80
344,incomplete,1
345,lacking,22
346,surrounding,28
347,uninflamed,1
348,agree,57
349,integrated,7
350,defined,47
351,prevented,47
352,predict,33
353,remaining,28
354,explored,15
355,page,3
356,find,138
357,nesting,1
358,planning,3
359,encoded,20
360,designated,8
361,distinguished,7
362,characterized,61
363,corresponded,26
364,plays,34
365,pde,1
366,camp,2
367,modulating,16
368,cgmp,3
369,cultured,81
370,activated,146
371,affect,70
372,indicated,193
373,tended,36
374,webb,1
375,exist,34
376,described,466
377,gives,15
378,uptake,16
379,decrease,34
380,encode,4
381,reduced,443
382,mantle,1
383,fcγriib,6
384,stachowiak,4
385,crowded,4
386,drive,5
387,puckering,19
388,observing,12
389,generated,57
390,therefore,39
391,form,49
392,receptor,11
393,promoting,32
394,clustering,10
395,vitro,38
396,shaving,2
397,blocking,50
398,vivo,45
399,preventing,27
400,bridging,16
401,adjusted,29
402,start,14
403,harmful,1
404,reducing,55
405,skiers,9
406,clear,12
407,males,10
408,females,16
409,missing,8
410,preincubated,5
411,starts,1
412,spermatocytes,2
413,colocalized,1
414,represented,25
415,localized,47
416,paired,27
417,speculate,11
418,medaka,2
419,regulating,45
420,proton,2
421,containing,107
422,ionising,1
423,produced,119
424,dominated,17
425,complexing,1
426,modelling,27
427,possesses,8
428,proposed,152
429,formed,54
430,pronounced,21
431,exhibit,28
432,listening,4
433,fifer,4
434,bartrip,1
435,sitting,8
436,driven,14
437,looking,12
438,coulon,3
439,mismatched,4
440,faces,16
441,due,94
442,begin,9
443,hillairet,1
444,symptoms,5
445,took,16
446,evaluated,34
447,tender,1
448,swollen,1
449,esr,2
450,judged,8
451,achieving,13
452,dosing,14
453,korea,2
454,administered,42
455,interesting,32
456,cholesterol,4
457,transaminases,1
458,signaling,250
459,hematopoiesis,1
460,sodium,5
461,thought,77
462,leads,82
463,targeting,24
464,ameliorate,4
465,contain,35
466,leukocyte,7
467,proteins,116
468,igsf,1
469,topology,1
470,hands,4
471,derived,135
472,regarding,93
473,origin,8
474,failed,56
475,figs,8
476,blood,16
477,mrna,30
478,rats,49
479,indicating,280
480,incited,1
481,maintaining,15
482,provide,133
483,marginalizing,2
484,forming,26
485,representing,24
486,hering,3
487,invading,3
488,liver,9
489,appeared,92
490,cloned,16
491,following,305
492,discrepancies,2
493,detecting,17
494,arise,16
495,corroborating,13
496,propose,20
497,repopulating,3
498,regenerating,9
499,mobilized,4
500,emanate,7
501,pain,16
502,reflect,112
503,flexed,1
504,support,175
505,makes,25
506,abducted,1
507,prevalent,5
508,agematched,1
509,included,102
510,composed,17
511,assessed,51
512,examples,4
513,induce,99
514,lps,16
515,activating,31
516,lead,47
517,followed,82
518,release,26
519,mediate,15
520,phosphorylating,6
521,transcription,7
522,ignarro,1
523,occurred,100
524,developing,55
525,brachy,4
526,endoderm,4
527,patterns,22
528,control,37
529,subset,16
530,linked,71
531,downmodulated,1
532,underlie,5
533,deleted,10
534,explain,69
535,subjects,58
536,speculated,19
537,encoding,47
538,established,77
539,adipose,3
540,improved,75
541,glucose,38
542,revealed,205
543,shows,120
544,decreases,49
545,participate,5
546,imply,20
547,needed,63
548,child,12
549,exposed,88
550,corresponds,23
551,hpa,2
552,repeated,44
553,divorce,1
554,abrogated,6
555,suppressed,51
556,leukocytes,3
557,restored,16
558,polarization,1
559,spa,5
560,reasoning,35
561,expect,19
562,confronted,1
563,caplan,1
564,medium,1
565,turn,44
566,component,4
567,working,34
568,dissociated,6
569,illustrates,7
570,determines,6
571,turns,8
572,baird,5
573,evans,24
574,review,18
575,grodzinsky,5
576,branching,16
577,coincided,20
578,attributed,103
579,became,27
580,fractures,5
581,utilizing,8
582,igg,13
583,inducing,25
584,mechanisms,9
585,mscs,5
