,verbs,freq
0,defined,217
1,known,305
2,excluded,47
3,measured,133
4,elevated,109
5,used,932
6,compared,548
7,uses,16
8,validated,64
9,abstracted,8
10,using,1053
11,algorithms,5
12,described,377
13,imaging,176
14,closest,2
15,iii,7
16,scores,17
17,rochester,1
18,performed,246
19,reviews,20
20,ensure,33
21,needed,119
22,assay,43
23,examined,88
24,included,276
25,timing,31
26,demonstrated,367
27,correlate,8
28,left,160
29,alluding,6
30,shown,867
31,observed,476
32,delta,2
33,would,243
34,could,652
35,showed,407
36,icu,3
37,shock,11
38,testing,116
39,show,144
40,john,3
41,found,852
42,associated,1051
43,contrast,50
44,failed,70
45,remains,143
46,documented,91
47,demonstrate,30
48,postulated,45
49,include,268
50,electrocardiography,1
51,relative,10
52,prolonged,63
53,may,1244
54,contribute,169
55,appear,56
56,identify,69
57,adding,15
58,regarding,94
59,need,59
60,identified,370
61,tnt,1
62,carried,45
63,slow,4
64,complicates,1
65,sampling,34
66,changing,32
67,curve,2
68,rising,3
69,ami,19
70,unclear,8
71,confound,1
72,evaluated,87
73,including,912
74,dedicated,15
75,subtypes,9
76,approved,29
77,use,134
78,limited,116
79,comparing,40
80,influence,49
81,study,139
82,missed,4
83,correlated,134
84,healthcare,8
85,influenced,38
86,cohort,23
87,impact,34
88,evaluating,46
89,sepsis,3
90,suggesting,159
91,directed,36
92,incremental,3
93,advanced,82
94,facilitate,39
95,underlying,109
96,mast,4
97,implicated,88
98,increased,809
99,involved,212
100,lead,161
101,cvd,32
102,undergoing,45
103,cumulative,1
104,consider,29
105,provide,186
106,consists,38
107,switched,11
108,expressing,39
109,plasma,20
110,autoimmune,1
111,acute,41
112,chemokine,2
113,activating,39
114,stroke,123
115,derived,101
116,lymphocytes,17
117,accepted,37
118,depends,62
119,considered,309
120,attributed,66
121,oxidized,23
122,conflicting,43
123,decreased,200
124,mimicking,9
125,according,224
126,prevents,12
127,selected,127
128,gated,6
129,suggested,312
130,igd,2
131,igm,4
132,diluted,8
133,indicated,135
134,appropriate,16
135,established,170
136,literature,5
137,smoking,75
138,tested,97
139,reduced,376
140,furthermore,34
141,type,19
142,diabetes,75
143,mediated,81
144,resulting,167
145,compounding,2
146,randomized,109
147,induces,8
148,sihd,1
149,briefly,8
150,mellitus,14
151,receive,13
152,grafting,1
153,confirmed,88
154,ecg,3
