,verbs,freq
0,reported,2912
1,suggests,292
2,furthermore,28
3,may,2099
4,promote,20
5,tested,105
6,associated,688
7,cultured,50
8,increased,737
9,solano,1
10,enteritidis,1
11,form,43
12,referred,9
13,observed,1543
14,bohannan,1
15,vos,2
16,acting,19
17,note,48
18,learning,60
19,reached,73
20,exceeded,17
21,could,950
22,evolve,12
23,use,136
24,suggested,384
25,evolving,6
26,see,230
27,learned,7
28,sensitive,7
29,model,24
30,hardware,1
31,plate,2
32,stabilized,8
33,located,88
34,placed,22
35,goes,12
36,showed,788
37,point,13
38,finding,456
39,reporting,96
40,declined,13
41,result,203
42,would,404
43,plasma,27
44,restore,4
45,represents,21
46,demonstrated,338
47,seems,176
48,preserved,16
49,retrieved,5
50,anthropologists,1
51,handling,8
52,found,2326
53,reli,2
54,indicate,225
55,mof,2
56,appears,213
57,raise,4
58,provides,88
59,excited,3
60,received,72
61,receive,12
62,changed,33
63,intake,80
64,csc,11
65,done,54
66,enough,1
67,occurs,67
68,detached,6
69,determining,44
70,maintained,44
71,lies,13
72,pathogens,5
73,study,889
74,rejecting,4
75,identified,192
76,suggest,426
77,testing,44
78,austronesianspeaking,1
79,confirm,84
80,took,18
81,sikora,1
82,explained,252
83,used,881
84,dataset,9
85,differentiated,29
86,eggert,1
87,signalling,44
88,wedekind,1
89,show,347
90,processing,35
91,convey,5
92,related,244
93,offspring,64
94,tolerate,3
95,supported,147
96,deposited,4
97,paired,7
98,egg,1
99,laying,2
100,required,156
101,assessing,32
102,lay,1
103,reduce,104
104,compromise,2
105,range,62
106,macarthur,2
107,appeared,100
108,set,62
109,stepped,2
110,revealed,198
111,decreasing,57
112,pertusa,1
113,might,552
114,explain,220
115,occur,91
116,owing,65
117,enlarged,5
118,respect,33
119,tobec,1
120,achieve,23
121,increase,146
122,loading,12
123,walking,9
124,appear,181
125,sustained,33
126,altered,67
127,kams,1
128,weight,80
129,estimated,156
130,correlated,166
131,scotland,5
132,farmed,1
133,resembling,4
134,chemokine,2
135,described,300
136,using,608
137,triggering,6
138,occurred,123
139,internalized,1
140,moore,6
141,adult,41
142,studied,222
143,bred,2
144,overwintered,1
145,continued,21
146,dropped,11
147,affect,73
148,kleptomania,1
149,ranging,62
150,given,235
151,diagnosis,4
152,pushing,3
153,scaling,10
154,shown,934
155,varying,23
156,fixed,25
157,discrepancy,23
158,produced,130
159,induced,160
160,dominates,9
161,gives,20
162,depends,40
163,realizing,1
164,correspond,11
165,contrast,540
166,acute,29
167,aging,48
168,seem,146
169,damaged,6
170,follows,19
171,photodamaged,2
172,act,21
173,elaborating,2
174,influenced,62
175,missing,11
176,established,62
177,preceding,9
178,made,113
179,reduced,345
180,proposed,161
181,expected,218
182,kahn,1
183,pairs,10
184,evoked,21
185,amp,138
186,know,23
187,evaluated,52
188,reveal,23
189,experiments,18
190,told,1
191,outcomes,2
192,presented,165
193,compared,954
194,need,28
195,denkov,1
196,needed,74
197,bretherton,1
198,devised,1
199,packed,5
200,contributed,49
201,partitioning,13
202,mediated,81
203,blunted,17
204,horwood,1
205,blocked,40
206,cell,96
207,females,26
208,transmitted,17
209,including,324
210,chile,1
211,mauritius,1
212,taking,34
213,account,64
214,tends,19
215,advanced,41
216,closed,6
217,bmuddled,1
218,demonstrating,25
219,involved,156
220,release,11
221,lead,67
222,eps,1
223,receiving,43
224,aripiprazole,1
225,partial,2
226,differed,105
227,outs,3
228,elevated,88
229,valenced,1
230,johnson,6
231,predicted,111
232,sampling,99
233,obtained,512
234,indicates,129
235,caused,138
236,develop,32
237,ing,2
238,alleles,12
239,krangel,2
240,atm,5
241,imply,23
242,fre,2
243,corroborates,2
244,confirms,18
245,injected,15
246,indicated,124
247,serum,23
248,corresponding,74
249,transfused,4
250,individualization,1
251,according,151
252,offered,8
253,prone,8
254,exists,27
255,hundred,2
256,shorter,6
257,strain,36
258,lisse,2
259,rna,16
260,inhibited,39
261,examined,126
262,amount,12
263,extent,10
264,differ,241
265,exploit,3
266,distinguished,18
267,take,40
268,callose,2
269,distinguised,2
270,microscope,1
271,ill,2
272,focused,31
273,called,15
274,analyzed,32
275,limiting,21
276,emphasize,20
277,keeping,25
278,subtests,3
279,picture,4
280,investigate,8
281,object,4
282,mazes,3
283,hypermetropic,1
284,hampering,2
285,disease,26
286,reflect,141
287,inclusion,5
288,arisen,9
289,risk,24
290,tend,48
291,lack,59
292,causing,16
293,ranges,30
294,arcana,2
295,lineages,15
296,haplogroup,4
297,basal,19
298,derived,92
299,lineage,2
300,surveyed,7
301,contrary,37
302,colonized,10
303,estimates,23
304,isolated,101
305,remaining,15
306,survived,7
307,sharing,14
308,demonstrates,16
309,following,281
310,overexpressed,3
311,assessed,61
312,inhibit,12
313,regulating,15
314,labelling,16
315,followed,58
316,compare,14
317,support,78
318,immunosuppression,3
319,contribute,76
320,wolfe,1
321,chromosomes,1
322,postulated,24
323,collecting,3
324,printed,1
325,affecting,36
326,noted,163
327,find,458
328,sufficient,7
329,read,13
330,moreover,7
331,cofactor,1
332,binding,163
333,fad,2
334,lps,22
335,based,324
336,balancing,9
337,diversifying,1
338,linked,86
339,pronounced,26
340,therefore,31
341,supporting,35
342,outlined,4
343,known,223
344,dct,4
345,resting,39
346,making,36
347,colour,2
348,expressed,101
349,hue,1
350,ratios,5
351,expectation,1
352,warmed,4
353,assumed,47
354,reconsider,1
355,graft,1
356,agvhd,5
357,cgvhd,4
358,data,58
359,showing,232
360,surviving,11
361,recovered,30
362,makes,24
363,challenging,7
364,subjects,61
365,suffering,10
366,explains,12
367,determined,132
368,yielded,17
369,evaluating,15
370,reflecting,52
371,exacerbated,13
372,fly,5
373,linking,18
374,remains,99
375,employing,14
376,signaling,107
377,knockdown,9
378,attributed,199
379,plays,18
380,dimer,1
381,demonstrate,62
382,parasitica,1
383,sampled,28
384,considered,159
385,belonging,11
386,stand,16
387,offer,10
388,contributing,22
389,fungi,3
390,cited,37
391,conclude,34
392,limited,94
393,frequent,2
394,alternating,1
395,barrett,5
396,give,31
397,gilchrist,1
398,inland,1
399,approaching,1
400,border,1
401,plotted,5
402,fewer,3
403,kemendy,1
404,contained,36
405,illustrated,4
406,seen,315
