,verbs,freq
0,walker,3
1,include,86
2,receive,14
3,reduced,320
4,mooring,2
5,reinforcing,9
6,using,618
7,reported,3101
8,erectile,2
9,taking,31
10,lacking,42
11,generalised,1
12,included,124
13,indicated,202
14,reserved,2
15,bronchus,1
16,excluded,36
17,analyses,35
18,jewgenow,1
19,stolte,1
20,observed,1596
21,analyzed,53
22,compounds,17
23,suggest,421
24,boar,2
25,contrast,496
26,done,57
27,found,2780
28,could,1005
29,due,282
30,documented,48
31,may,2046
32,reflect,122
33,compared,1111
34,enanthate,2
35,agonists,11
36,induced,199
37,chiumenti,1
38,suggests,226
39,straw,2
40,slatted,2
41,sheep,14
42,stocking,2
43,increases,78
44,prevented,28
45,lying,5
46,bleating,1
47,indicative,7
48,affected,120
49,raised,25
50,differ,259
51,shown,982
52,reduce,91
53,weight,115
54,growing,26
55,study,919
56,analyzing,7
57,increased,776
58,characterized,34
59,mutant,7
60,appear,134
61,masculinized,1
62,become,21
63,accounting,8
64,remain,36
65,rössler,2
66,bentall,2
67,van,23
68,play,65
69,detect,67
70,frith,9
71,account,141
72,testing,65
73,see,167
74,finding,494
75,tethering,3
76,enriched,6
77,juxtamembrane,1
78,endoplasmic,1
79,mentioned,69
80,daprati,4
81,attribute,5
82,result,231
83,showing,300
84,bovine,9
85,unaffected,16
86,contractile,4
87,would,382
88,associated,901
89,adams,6
90,krueger,6
91,sleep,6
92,accounted,67
93,app,1
94,control,38
95,wetlands,1
96,arising,7
97,contribute,68
98,prenatal,5
99,marihuana,3
100,offspring,42
101,hurt,6
102,bmi,33
103,working,68
104,recall,14
105,logie,1
106,patterns,15
107,reached,43
108,based,257
109,block,6
110,reflects,59
111,crossing,3
112,given,224
113,increase,152
114,swing,3
115,must,57
116,elevated,148
117,ensure,7
118,magnitude,64
119,estimated,122
120,nature,8
121,favours,6
122,distributed,26
123,context,12
124,consists,10
125,restricted,76
126,contrary,28
127,rats,39
128,hpc,4
129,impaired,44
130,conditioning,24
131,tracking,18
132,aging,36
133,adds,9
134,existing,35
135,regarding,131
136,nurse,1
137,lay,4
138,revealed,126
139,perrin,1
140,transfected,17
141,sirna,3
142,resulted,136
143,following,264
144,dissociated,7
145,whereas,105
146,examined,170
147,hypoxic,3
148,structured,4
149,inhibited,33
150,stimulated,46
151,phenomena,2
152,lindorfer,2
153,treating,9
154,benefited,1
155,cod,2
156,screening,51
157,administered,55
158,obtain,37
159,grain,2
160,make,46
161,left,120
162,scores,34
163,achieve,34
164,caused,125
165,alumina,2
166,electrodes,3
167,stating,5
168,cleaning,1
169,native,6
170,chargetagged,5
171,selected,46
172,whishaw,2
173,albino,2
174,pigmented,4
175,vary,20
176,including,334
177,varga,1
178,performed,158
179,awake,3
180,recording,9
181,fruit,7
182,studied,163
183,find,496
184,placed,13
185,involved,162
186,means,39
187,task,21
188,svendsen,3
189,bedding,7
190,sampled,18
191,present,45
192,rpp,3
193,avoided,5
194,baseline,31
195,attributed,137
196,suggested,382
197,attenuating,2
198,related,339
199,considered,149
200,report,57
201,contractures,2
202,degree,15
203,known,209
204,pedigree,3
205,shows,98
206,training,46
207,reducing,29
208,pnd,2
209,features,29
210,causing,23
211,london,1
212,relating,20
213,controlling,35
214,labelled,4
215,presenting,16
216,complained,4
217,observing,8
218,applied,75
219,cough,1
220,matched,23
221,produced,150
222,viewing,17
223,believe,42
224,recruited,13
225,maintain,10
226,involves,20
227,require,42
228,structures,10
229,activated,92
230,proposed,134
231,mouth,1
232,interface,5
233,bladder,6
234,protected,9
235,epic,6
236,improved,94
237,reflected,39
238,concluded,73
239,npy,6
240,used,760
241,thresholds,7
242,conducted,126
243,doses,34
244,kent,6
245,subserved,4
246,wise,1
247,implicated,57
248,naming,28
249,tranel,4
250,corresponds,21
251,cause,50
252,chosen,13
253,supported,93
254,posited,1
255,evaluating,31
256,conveyed,6
257,morris,4
258,score,15
259,feldman,1
260,experienced,50
261,cct,2
262,appears,160
263,arrived,6
264,made,93
265,dispatched,2
266,required,131
267,arrive,2
268,broca,1
269,delay,6
270,cessation,3
271,changed,39
272,rcbf,2
273,rtms,3
274,ohnishi,1
275,speer,3
276,measured,303
277,corresponded,6
278,assuming,24
279,remains,94
280,tended,26
281,predict,31
282,consist,4
283,overlying,6
284,dust,10
285,processing,65
286,involving,77
287,thought,63
288,pfefferbaum,4
289,function,18
290,underlying,35
291,owing,23
292,stimulating,6
293,mediated,77
294,stimulate,3
295,signaling,117
296,binding,201
297,modulating,14
298,saw,29
299,gehring,2
300,suggesting,297
301,contradict,39
302,obtained,398
303,stated,30
304,detected,313
305,scotland,7
306,england,9
307,distinguishes,1
308,hematocrit,1
309,published,200
310,showed,813
311,differed,68
312,amounted,2
313,seen,325
314,ros,9
315,triggered,21
316,predicting,16
317,tchetina,3
318,spine,10
319,pathologic,3
320,represented,26
321,failed,162
322,lasted,6
323,noting,26
324,collected,56
325,sites,45
326,moreover,8
327,calculated,81
328,determined,119
329,resulting,73
330,vitro,25
331,altered,73
332,enhanced,105
333,observe,133
334,expressing,57
335,stained,6
336,staining,51
337,originates,1
338,stark,8
339,melanoma,6
340,recorded,85
341,contrasted,15
342,bergmann,1
343,middle,6
344,sus,1
345,averaged,9
346,separated,10
347,accommodated,1
348,evincing,1
349,localized,24
350,noted,198
351,shenton,8
352,lab,2
353,approximated,4
354,pronounced,33
355,combined,68
356,reach,39
357,schizophrenia,18
358,rajarethinam,5
359,pooled,7
360,split,9
361,linked,97
362,displayed,27
363,born,21
364,emphasized,18
365,determining,22
366,india,5
367,specifying,5
368,sibling,13
369,display,30
370,slomkowski,2
371,demonstrated,471
372,according,134
373,relying,3
374,diaphragm,1
375,appeared,80
376,kapel,1
377,support,76
378,alluded,1
379,serrano,3
380,provide,95
381,expected,181
382,eds,1
383,performing,11
384,exercised,4
385,participated,2
386,trained,17
387,expenditure,1
388,cade,1
389,fed,32
390,misleading,2
391,underdosing,3
392,persisted,11
393,suspected,23
394,offer,12
395,aged,62
396,kuwait,1
397,labeled,7
398,recognize,4
399,form,25
400,acute,24
401,plasma,46
402,serum,49
403,leads,44
404,subset,22
405,requires,22
406,education,10
407,located,55
408,farming,2
409,isolates,9
410,kwon,5
411,lim,2
412,tested,121
413,blood,32
414,derived,88
415,established,96
416,smith,9
417,predictor,1
418,phases,10
419,signalling,32
420,scaffolding,3
421,acting,20
422,described,242
423,oxytocin,2
424,brighton,2
425,seems,148
426,diminished,16
427,titre,2
428,pregnancy,7
429,believed,24
430,looking,17
431,stimulates,10
432,protein,49
433,depends,35
434,intermediates,1
435,supercoiled,1
436,opposed,24
437,employed,83
438,topoisomerase,1
439,employs,1
440,cleavage,2
441,conserved,11
442,enzyme,22
443,faced,4
444,introduced,8
445,might,552
446,ranged,65
447,slower,3
448,assume,12
449,exist,24
450,absorbed,11
451,rim,1
452,png,1
453,experimental,4
454,endometriosis,1
455,shrew,3
456,dellovade,2
457,indicating,169
458,processes,36
459,hypothesis,3
460,emerge,13
461,fuse,1
462,targeting,18
463,confirm,80
464,amnion,4
465,wounds,5
466,opposite,11
467,repaired,6
468,know,20
469,fetus,4
470,post,12
471,packing,4
472,stunning,6
473,packed,1
474,esl,1
475,suckling,17
476,linares,2
477,pigs,10
478,mean,103
479,breed,8
480,values,21
481,varied,45
482,influence,40
483,ruled,24
484,masked,21
485,delayed,65
486,blocks,4
487,figure,46
488,intake,175
489,explained,280
490,calving,14
491,illustrated,9
492,corresponding,54
493,flowering,3
494,fluid,6
495,end,13
496,peg,1
497,recommended,25
498,applicable,1
499,exception,12
500,neighbouring,5
501,gondii,2
502,sudan,1
503,portugal,1
504,studying,11
505,turkey,3
506,pose,4
507,reporting,82
508,consuming,25
509,unpasteurized,1
510,compare,17
511,weber,1
512,direct,8
513,glycogenolysis,1
514,confined,30
515,declined,7
516,controls,34
517,glucose,48
518,soengas,2
519,prolonged,32
520,raising,8
521,overlooked,5
522,flow,7
523,decreased,252
524,substituted,5
525,allen,6
526,mcpp,2
527,substrates,13
528,generate,7
529,fails,12
530,redmond,7
531,rossetti,6
532,indicate,202
533,kisspeptin,1
534,regulated,32
535,females,20
536,length,15
537,greives,2
538,regressed,4
539,elevation,3
540,males,6
541,elicited,37
542,impacting,1
543,timing,36
544,ensures,2
545,peptide,7
546,marked,70
547,assessed,100
548,taken,58
549,acetylcoa,1
550,hyperpolarized,4
551,come,12
552,metabolites,10
553,chick,3
554,embryos,15
555,hatch,5
556,look,4
557,chickens,3
558,prepartum,1
559,inout,1
560,changes,14
561,sows,1
562,stands,18
563,farrowing,7
564,kept,16
565,sow,2
566,outdoor,4
567,restrict,3
568,occurs,59
569,pouchitis,1
570,identify,36
571,ileal,1
572,argue,26
573,unexpected,12
574,mice,18
575,ambulating,1
576,reaching,20
577,focusing,14
578,decreases,42
579,internalizing,3
580,childhood,11
581,show,293
582,blank,2
583,compensated,6
584,representing,12
585,innis,1
586,gloaguen,2
587,baal,2
588,causes,21
589,hrboticky,2
590,hippocampus,6
591,fat,2
592,knowing,14
593,respond,16
594,lack,85
595,ala,5
596,extend,10
597,tables,4
598,expect,31
599,subjects,59
600,represent,35
601,released,32
602,therefore,25
603,abolishes,3
604,attained,6
605,sensitized,4
606,attenuated,14
607,clozapine,3
608,maximal,1
609,moore,1
610,comparison,25
611,icv,1
612,received,85
613,behave,3
614,happens,1
615,motor,6
616,respect,44
617,corsi,1
618,schiffmann,1
619,modeled,4
620,demonstrate,69
621,examining,44
622,helped,6
623,explain,217
624,counter,3
625,disorganized,3
626,neurocognition,1
627,moderating,8
628,driven,13
629,affect,91
630,decoding,5
631,takes,17
632,lam,5
633,ulbert,5
634,functioning,36
635,provides,61
636,ssvep,1
637,filtered,4
638,suspended,4
639,biased,14
640,yangtze,13
641,omitting,3
642,polluted,4
643,papermill,1
644,lake,22
645,relative,7
646,considering,84
647,disrupting,2
648,limited,73
649,seem,128
650,concerning,29
651,pcb,2
652,hair,2
653,panlang,1
654,profiles,1
655,weighted,7
656,eickhoff,4
657,originate,7
658,stroma,4
659,imaging,46
660,bdnf,29
661,controlled,80
662,listed,9
663,morphometric,3
664,mri,6
665,macrolides,3
666,proved,30
667,improves,11
668,sludge,1
669,eosinophils,4
670,sasaki,1
671,front,3
672,generated,36
673,engaged,5
674,contributing,10
675,strobel,4
676,blunted,17
677,oddball,4
678,interesting,30
679,clarify,9
680,laizhou,1
681,china,23
682,investigated,102
683,presented,156
684,isolated,70
685,produce,63
686,mitogens,3
687,fulfill,3
688,til,3
689,united,15
690,ifa,2
691,dog,2
692,mode,3
693,transmission,2
694,antibody,10
695,henselae,1
696,living,44
697,antigens,10
698,types,9
699,inhibit,17
700,contributes,6
701,describe,12
702,wherein,5
703,filled,2
704,accredited,1
705,protect,8
706,leading,54
707,thrombocytopenia,1
708,supposed,12
709,comprising,6
710,exhibited,62
711,level,40
712,potent,1
713,supporting,55
714,edulis,1
715,virus,7
716,preferred,15
717,rejects,2
718,followed,65
719,disagree,15
720,consisting,8
721,congo,7
722,red,7
723,aggregated,5
724,ligand,5
725,decline,12
726,increasing,177
727,cunningham,7
728,type,58
729,depend,49
730,surrounding,16
731,postulated,12
732,indicates,87
733,weaned,8
734,adapted,12
735,weaning,43
736,allotted,1
737,staheli,2
738,reikeras,2
739,immature,3
740,obesity,10
741,sah,2
742,cnv,1
743,confirming,9
744,tendency,2
745,elston,2
746,lcbf,1
747,modified,25
748,keep,3
749,tran,1
750,birth,2
751,stratum,1
752,maintained,38
753,kyriazakis,1
754,feed,11
755,point,24
756,explored,14
757,moshi,1
758,adjusted,12
759,saturates,2
760,includes,23
761,occur,103
762,abp,2
763,walsh,1
764,questioned,9
765,crossbreeds,1
766,maturing,2
767,dillon,1
768,breeding,12
