,nouns,freq
0,studies,3265
1,okanoya,1
2,difference,271
3,waterslagers,1
4,frequencies,132
5,frequency,209
6,distribution,247
7,papilla,1
8,tonotopy,1
9,birds,9
10,manley,1
11,barn,1
12,owl,1
13,base,34
14,locations,23
15,fig,209
16,abnormality,25
17,overstimulation,1
18,cousillas,1
19,intoxication,22
20,pickes,1
21,hashino,1
22,stereoviliar,1
23,bundle,1
24,disruption,34
25,findings,1615
26,waterslager,1
27,results,2729
28,surfaces,22
29,exhibit,51
30,resistance,145
31,protein,550
32,adsorption,20
33,paper,67
34,concentrations,519
35,data,1575
36,substrates,32
37,cassie,2
38,baxter,2
39,model,506
40,fact,266
41,air,42
42,regions,194
43,decrease,267
44,area,124
45,surface,155
46,solution,86
47,chlorine,2
48,dosage,15
49,fraction,125
50,values,498
51,value,269
52,effluent,7
53,result,326
54,accordance,189
55,krasner,2
56,increase,629
57,ratio,133
58,case,227
59,hia,1
60,study,2528
61,yang,45
62,species,267
63,fractions,51
64,cleavage,56
65,site,204
66,domain,152
67,vitro,115
68,shear,1
69,rate,448
70,agreement,974
71,models,240
72,vwf,2
73,multimers,2
74,flow,70
75,instance,33
76,endothelium,4
77,arteries,18
78,mutant,57
79,dialysis,19
80,hence,36
81,proteins,306
82,response,676
83,measurement,48
84,times,108
85,buffer,18
86,domains,60
87,sites,163
88,fcs,1
89,measurements,152
90,diffusion,43
91,coefficients,32
92,dimer,7
93,observation,309
94,estimate,41
95,approach,80
96,web,2
97,server,2
98,structure,227
99,error,28
100,zero,4
101,gapsys,1
102,mutation,122
103,mutations,151
104,induce,62
105,changes,434
106,energy,187
107,predictions,64
108,part,143
109,index,66
110,rmsfs,1
111,implies,23
112,stability,139
113,region,251
114,concordance,25
115,absence,139
116,denaturants,6
117,size,189
118,alters,12
119,kinetics,30
120,analysis,428
121,rates,291
122,vwd,2
123,type,266
124,activity,1184
125,hypothesis,331
126,simulations,45
127,induces,84
128,destabilization,7
129,perturbations,11
130,correspond,18
131,method,85
132,predictor,37
133,rig,1
134,measure,95
135,impairment,49
136,extent,94
137,lesions,147
138,com,3
139,differ,15
140,ence,1
141,severity,72
142,deficit,38
143,animals,222
144,placement,7
145,electrodes,17
146,differences,464
147,effects,880
148,sions,1
149,cages,9
150,procedure,87
151,cage,10
152,time,516
153,formation,260
154,preparations,21
155,invertase,2
156,inhibitors,94
157,inhibition,299
158,cwi,4
159,regulation,160
160,int,3
161,artefact,2
162,inactivation,55
163,mechanisms,124
164,properties,135
165,participants,153
166,number,446
167,addition,424
168,men,143
169,women,246
170,sample,163
171,recurrent,11
172,period,197
173,role,585
174,gender,46
175,recurrence,75
176,depression,101
177,keller,4
178,kovacs,9
179,lewinsohn,3
180,zeiss,3
181,amp,623
182,furthermore,52
183,hazard,3
184,episodes,20
185,support,296
186,existence,57
187,sensitization,16
188,age,505
189,calendar,1
190,heterogeneity,16
191,permeability,50
192,product,65
193,choline,3
194,tmpd,3
195,perfusate,1
196,fluid,27
197,barrier,13
198,presence,429
199,responses,223
200,seconds,9
201,exchange,34
202,peak,64
203,features,89
204,brief,10
205,test,163
206,use,214
207,dependence,87
208,yeast,16
209,estrogen,20
210,yes,1
211,moa,1
212,vivo,126
213,tests,69
214,purity,5
215,control,358
216,groups,377
217,potencies,6
218,chemicals,21
219,potency,54
220,substances,17
221,literature,255
222,methods,98
223,order,105
224,ones,31
225,correia,4
226,folmar,4
227,liu,18
228,thorpe,4
229,reliability,49
230,sensitivity,146
231,strain,62
232,concentration,320
233,individual,7
234,substance,28
235,mixture,20
236,effect,1101
237,moas,1
238,combination,122
239,description,19
240,hood,1
241,valence,11
242,isomerization,2
243,benzofuran,1
244,epoxides,4
245,quinone,4
246,methides,1
247,enediones,2
248,benzo,5
249,methide,2
