,nouns,freq
0,level,449
1,analysis,588
2,trial,180
3,duration,107
4,sec,6
5,time,576
6,response,381
7,function,382
8,hrf,5
9,responses,226
10,functions,159
11,design,120
12,matrix,87
13,model,412
14,regressors,5
15,interest,80
16,orders,10
17,order,239
18,buchel,3
19,terms,104
20,effects,617
21,regressor,2
22,glm,2
23,head,41
24,movement,88
25,parameters,117
26,friston,4
27,brain,251
28,data,1071
29,test,242
30,coefficient,21
31,generate,35
32,contrast,146
33,images,70
34,maps,46
35,subject,5
36,identification,78
37,activations,16
38,resolution,226
39,atlas,2
40,suit,10
41,template,32
42,activation,399
43,map,178
44,cerebellum,18
45,diedrichsen,12
46,zotow,1
47,addition,509
48,signals,81
49,prevent,40
50,regions,212
51,kernel,6
52,küper,10
53,vrdn,3
54,vcdn,3
55,terminology,20
56,caudal,6
57,dorsal,28
58,details,35
59,articles,148
60,explanations,30
61,methods,217
62,applications,139
63,significance,47
64,cluster,23
65,moreover,17
66,highlight,4
67,effect,445
68,voxel,4
69,force,41
70,size,306
71,association,228
72,relationships,216
73,motor,117
74,areas,164
75,pattern,93
76,control,428
77,activity,511
78,forms,61
79,relationship,199
80,organizations,50
81,populations,209
82,neurons,49
83,area,191
84,roles,47
85,ward,5
86,frackowiak,3
87,representation,39
88,hand,135
89,lobule,18
90,sensorimotor,7
91,finger,5
92,tasks,56
93,rijntjes,3
94,schlerf,3
95,study,1156
96,confirms,5
97,involvement,45
98,lobules,8
99,power,99
100,grip,5
101,task,78
102,use,489
103,squeeze,1
104,ball,7
105,device,39
106,elements,87
107,fingers,1
108,paradigm,13
109,processing,36
110,visuomotor,1
111,integration,24
112,range,176
113,levels,646
114,fact,112
115,target,291
116,forces,40
117,authors,207
118,studies,2243
119,profile,21
120,complexity,81
121,hypothesis,53
122,side,64
123,addamo,2
124,henry,2
125,smith,51
126,increase,307
127,muscle,148
128,results,597
129,explanation,40
130,inhibition,167
131,casali,2
132,connections,36
133,suggests,30
134,specificity,62
135,parametric,2
136,interpretation,68
137,associations,98
138,correlate,10
139,components,144
140,attention,96
141,executive,7
142,planning,53
143,keisker,3
144,spraker,3
145,stoodley,2
146,schmahmann,2
147,language,49
148,memory,56
149,findings,230
150,demands,19
151,lobe,6
152,mechanisms,135
153,identify,33
154,saturation,14
155,patterns,127
156,ashe,2
157,cheney,10
158,fetz,10
159,evarts,2
160,redistribution,4
161,oxygen,41
162,demand,14
163,gfs,5
164,alahmadi,8
165,variability,87
166,dimitrova,7
167,habas,7
168,show,67
169,palesi,4
170,peduncles,4
171,work,231
172,behavior,31
173,behaviors,18
174,mapping,37
175,dum,14
176,strick,18
177,glickstein,6
178,suggest,12
179,sections,20
180,somatotopic,5
181,connection,18
182,demonstrate,35
183,hamzei,2
184,example,414
185,cortex,76
186,portion,45
187,bernard,16
188,steele,11
189,connectivity,82
190,crus,2
191,part,223
192,characterization,34
193,percentage,61
194,signal,41
195,change,201
196,reduction,178
197,argument,10
198,cell,1750
199,sigmoid,8
200,conrad,8
201,georgopoulos,8
202,maier,8
203,taira,7
204,interplay,6
205,relation,47
206,logothetis,8
207,newton,4
208,singh,18
209,regression,41
210,motion,200
211,art,18
212,software,145
213,reveal,8
214,direction,53
215,zhao,8
216,infers,3
217,growth,249
218,kinetics,7
219,batch,6
220,bacteria,134
221,plates,25
222,enumeration,6
223,cells,1057
224,method,183
225,amplicons,11
226,pcr,44
227,heid,6
228,plate,18
229,configuration,19
230,wells,10
231,mueller,1
232,hinton,2
233,mhb,1
234,evidence,389
235,clumps,3
236,biofilms,2
237,scatter,7
238,reader,8
239,presence,203
240,macroscopic,1
241,soy,4
242,vcc,2
243,edge,32
244,contamination,29
245,piece,2
246,parafilm,6
247,squares,5
248,start,16
249,strips,2
250,place,66
251,run,5
252,absence,108
253,dust,2
254,microscope,12
255,ledge,2
256,speck,2
257,experiment,24
258,crack,4
259,decrease,62
260,volume,133
261,evaporation,5
262,ericksen,1
263,samples,174
264,droplets,6
265,water,198
266,media,27
267,agar,7
268,sabouraud,1
269,escherichia,7
270,coli,13
271,atcc,1
272,calibration,57
273,procedure,72
274,qgk,1
275,calculate,13
276,times,73
277,motility,39
278,room,20
279,temperature,122
280,weeks,111
281,formation,137
282,confluent,1
283,colonies,13
284,days,95
285,affects,18
286,particle,20
287,distribution,108
288,properties,149
289,promotes,39
290,figure,356
291,period,133
292,september,9
293,experiments,124
294,technique,76
295,publication,20
296,curves,24
297,measures,123
