,nouns,freq
0,ratio,130
1,protein,340
2,myeloid,13
3,cell,791
4,maturation,14
5,activation,387
6,difference,781
7,report,407
8,isoforms,8
9,differentiation,125
10,reason,147
11,knockdown,1
12,rescue,2
13,experiments,343
14,data,1321
15,reports,642
16,enteritidis,3
17,isolates,120
18,biofilm,9
19,formation,191
20,disruption,21
21,cells,1690
22,virulence,49
23,chickens,27
24,solano,1
25,study,3980
26,correlation,433
27,invasiveness,6
28,ability,125
29,biofilms,2
30,evolution,98
31,strains,198
32,predators,19
33,part,153
34,arms,12
35,race,24
36,dynamics,80
37,changes,454
38,studies,3665
39,lennon,1
40,martiny,9
41,middelboe,1
42,surveys,25
43,results,2978
44,variation,307
45,selection,216
46,diversity,253
47,generation,73
48,mutants,67
49,fixation,50
50,cases,283
51,learning,37
52,cent,71
53,condition,77
54,learners,7
55,rule,43
56,innate,5
57,strategy,55
58,figure,420
59,individuals,279
60,prevents,15
61,others,332
62,inconsistency,17
63,analysis,462
64,choice,36
65,games,19
66,process,149
67,conditions,425
68,assumptions,25
69,failure,108
70,fracture,29
71,miniplate,1
72,hardware,1
73,compression,12
74,strain,149
75,lines,204
76,neck,27
77,principles,2
78,osteosynthesis,1
79,groups,425
80,concentrations,242
81,deficiency,72
82,differs,160
83,plasma,112
84,zinc,12
85,infections,102
86,phase,183
87,response,522
88,explanation,192
89,inflammatory,16
90,mechanisms,142
91,concentration,238
92,body,249
93,remains,13
94,contamination,20
95,excavation,1
96,museum,1
97,preservation,10
98,routes,7
99,case,313
100,sequence,133
101,extracts,22
102,elimination,10
103,msi,15
104,group,629
105,contradictory,42
106,associations,191
107,status,180
108,age,564
109,gender,96
110,tumor,102
111,size,470
112,emission,57
113,energy,230
114,bipy,4
115,effects,691
116,linker,4
117,lifetime,30
118,contrast,1510
119,remn,2
120,recu,2
121,luminescence,5
122,spectroscopy,5
123,information,149
124,nature,62
125,emissive,2
126,state,156
127,probe,41
128,dark,11
129,lauque,2
130,supplementation,33
131,whereas,190
132,placebo,14
133,intake,136
134,intervention,48
135,day,176
136,treatment,465
137,distance,53
138,ilm,1
139,elm,1
140,eyes,93
141,matsumoto,9
142,symptom,7
143,duration,127
144,days,184
145,months,163
146,time,574
147,apoptosis,154
148,photoreceptors,7
149,retina,13
150,specificity,80
151,amplification,21
152,area,161
153,investigation,108
154,field,149
155,source,81
156,disagreements,9
157,note,129
158,absence,161
159,amplifications,3
160,presence,355
161,amplicons,6
162,ancient,4
163,yersinia,3
164,pestis,3
165,gilbert,5
166,authors,225
167,grounds,9
168,claims,18
169,work,405
170,material,75
171,drancourt,3
172,raoult,3
173,conclusions,90
174,concentrates,2
175,taphonomy,2
176,hypothesis,256
177,geographical,1
178,distances,45
179,scale,76
180,populations,432
181,island,36
182,sumba,1
183,melanesia,1
184,view,80
185,genetics,9
186,expansion,40
187,place,35
188,diffusion,35
189,discrepancy,295
190,fact,403
191,sikora,1
192,rodents,36
193,technologies,5
194,montag,4
195,properties,90
196,chemosignals,1
197,rating,6
198,jacob,1
199,cserp,1
200,sources,63
201,advantage,43
202,hladissimilar,1
203,donors,52
204,deposition,24
