,verbs,freq
0,found,1779
1,expressed,146
2,finding,679
3,observed,1475
4,attenuated,33
5,indicating,243
6,provided,64
7,corroborating,20
8,indicated,152
9,might,362
10,depend,16
11,resulted,118
12,reduced,427
13,figure,201
14,suggesting,401
15,abc,2
16,carcinogenesis,1
17,described,420
18,silencing,27
19,enhance,20
20,showed,939
21,decreased,302
22,targeted,25
23,led,83
24,varied,36
25,derived,84
26,converged,1
27,measured,256
28,lps,22
29,involved,197
30,presented,128
31,supporting,296
32,according,143
33,compared,1027
34,abp,1
35,delivered,27
36,remained,77
37,suggests,239
38,demonstrates,37
39,binding,218
40,tumor,13
41,egfr,10
42,corroborated,32
43,using,676
44,verified,20
45,showing,396
46,heating,3
47,reported,2465
48,known,264
49,reacted,4
50,excluded,23
51,supported,223
52,avi,2
53,concerning,45
54,ageing,28
55,regarding,145
56,seen,308
57,see,145
58,corrected,17
59,disappeared,6
60,stroke,119
61,demonstrated,526
62,study,663
63,emphasising,4
64,suggested,248
65,experiments,6
66,performed,139
67,irradiated,5
68,took,15
69,display,12
70,associated,1145
71,intermediates,4
72,get,12
73,hydrolyzed,4
74,believe,30
75,indicates,124
76,evoked,8
77,corresponding,97
78,shown,964
79,welgampola,1
80,increased,946
81,induced,155
82,weitoft,1
83,estimated,137
84,fold,3
85,refolded,2
86,denaturing,3
87,considering,72
88,crosslinking,2
89,yeast,1
90,defined,51
91,compares,31
92,grade,13
93,ranged,56
94,administered,37
95,adverse,5
96,weekly,5
97,setting,62
98,promising,17
99,focused,39
100,discovered,12
101,going,2
102,revealed,178
103,treated,176
104,could,704
105,slow,6
106,including,496
107,played,12
108,regulating,22
109,caused,144
110,owe,1
111,based,295
112,clustered,9
113,making,43
114,tested,123
115,downregulated,16
116,enriched,35
117,aging,81
118,naumova,3
119,upregulated,5
120,collected,55
121,obtained,306
122,reads,1
123,hall,1
124,splicing,23
125,relative,13
126,affected,135
127,examined,92
128,expressing,39
129,circular,1
130,eyes,1
131,rnai,2
132,circrna,1
133,assay,56
134,specificities,2
135,identified,355
136,paired,5
137,detected,234
138,divided,14
139,correlated,173
140,expression,50
141,exerts,7
142,follows,9
143,function,20
144,encoding,26
145,introduced,29
146,confirmed,361
147,glioma,4
148,apoptosis,13
149,repressing,3
150,promoting,32
151,emphasized,17
152,prompting,1
153,argued,7
154,repressed,5
155,figured,1
156,relieved,2
157,stated,36
158,enhancing,14
159,hcc,2
160,tecs,1
161,inhibited,36
162,promoted,15
163,acted,10
164,modified,16
165,cardiomyocytes,8
166,doses,30
167,considered,135
168,provide,117
169,knockdown,18
170,show,268
171,diabetes,208
172,produced,89
173,prostate,14
174,acetaldehyde,3
175,demonstrate,72
176,affect,66
177,dna,21
178,adducts,3
179,bind,30
180,smoke,1
181,drink,5
182,association,39
183,may,1436
184,pertinent,1
185,rotunno,1
186,appear,65
187,playing,10
188,bcaa,2
189,ecs,7
190,leucocytes,1
191,blunted,6
192,mediating,11
193,suppress,4
194,uncovered,4
195,silenced,1
196,resulting,134
197,signalling,66
198,promotes,34
199,overexpressing,11
200,hampering,1
201,elevate,5
202,targeting,41
203,used,419
204,trypan,1
205,observe,35
206,increase,132
207,exposed,60
208,ptl,1
209,cell,150
210,primitive,1
211,furthermore,36
212,responded,10
213,cml,1
214,electron,14
215,influenced,26
216,indicate,201
217,eliminating,6
218,maintaining,24
219,lipidated,4
220,provides,76
221,melatonin,3
222,manifested,7
223,exhibited,69
224,left,155
225,keeping,102
226,tract,2
227,general,4
228,accepted,34
229,suggest,342
230,iccs,3
231,describing,29
232,endocrine,1
233,mediated,63
234,aged,120
235,insulinemia,1
236,impaired,38
237,insulin,27
238,studied,102
239,expected,276
240,occurred,70
241,cleaved,12
242,staining,53
243,following,244
244,recovered,14
245,fibroblasts,4
246,basal,13
247,prelamin,1
248,truncated,8
249,accumulated,21
250,tended,35
251,determined,120
252,aps,6
253,recruitment,2
254,adjusting,34
255,mef,2
256,probed,2
257,displayed,73
258,preventing,31
259,generated,63
260,exposes,1
261,explains,20
262,mcat,1
263,unpublished,7
264,result,115
265,chromosomes,4
266,emphasizes,14
267,activating,20
268,progerin,2
269,accelerated,18
270,blocking,53
271,increasing,222
272,kubben,1
273,recorded,59
274,dysregulated,8
275,degeneration,1
276,signaling,170
277,mrna,11
278,gdnf,1
279,involve,12
280,mice,13
281,cholinergic,1
282,provoked,3
283,secreted,36
284,plates,2
285,amp,184
286,combined,78
287,disturbed,10
288,shh,3
289,required,137
290,confirming,96
291,processes,34
292,ihc,1
293,immunostaining,11
294,limitation,1
295,type,37
296,encircles,1
297,feature,2
298,allowing,18
299,identifying,31
300,work,26
301,range,58
302,demographic,7
303,contributed,45
304,bleeding,66
305,stopped,8
306,confirms,54
307,stopping,8
308,achieves,2
309,striking,17
310,published,324
311,cyclooxygenase,2
312,receiving,64
313,reflecting,43
314,surgery,3
315,omitting,1
316,abolished,8
317,affecting,31
318,sustained,43
319,release,14
320,cultured,43
321,explored,22
322,preconditioning,11
323,suffer,7
324,claridge,1
325,related,227
326,pest,3
327,encompasses,2
328,araújo,2
329,shows,111
330,consistent,222
331,markus,2
332,putnam,5
333,assessed,62
334,macdonald,1
335,proposed,122
336,coping,22
337,specific,8
338,constituted,5
339,finkelhor,4
340,theorized,4
341,hyperarousal,5
342,alleged,3
343,holen,2
344,seemed,18
345,shame,2
346,completed,23
347,trauma,21
348,ahi,2
349,concentrated,10
350,slope,2
351,supports,77
352,underlying,73
353,limited,64
354,species,3
355,dispersal,2
356,hauser,1
357,clustering,18
358,failed,52
359,exceed,4
360,cod,1
361,growing,55
362,linked,84
363,stems,2
364,puget,1
365,unknown,2
366,contained,13
367,fig,130
368,transplanted,8
369,sealing,1
370,increases,49
371,feeding,12
372,amblyomma,1
373,presumed,6
374,kim,15
375,assumption,4
376,gland,1
377,binnington,1
378,converted,9
379,tanning,1
380,stored,2
381,correspond,15
382,variabilis,1
383,stained,4
384,violet,1
385,contrast,74
386,bears,3
387,clarkson,1
388,stenseth,1
389,mean,85
390,made,94
391,evaluated,66
392,tracing,2
