,verbs,freq
0,creates,2
1,tmao,2
2,allows,20
3,utilizing,6
4,calculated,131
5,used,597
6,obtained,525
7,appears,175
8,extended,74
9,includes,29
10,end,15
11,compared,784
12,timasheff,1
13,protecting,7
14,excluded,22
15,nonprotecting,3
16,seen,312
17,indicated,168
18,bonding,11
19,resolved,14
20,expected,315
21,peptide,15
22,opposed,25
23,see,294
24,find,143
25,solvation,1
26,presented,228
27,provide,186
28,delineate,2
29,verified,25
30,occurs,93
31,transfer,14
32,increasing,303
33,indicating,251
34,increase,83
35,involved,182
36,corresponding,102
37,amp,243
38,immunizing,1
39,santa,3
40,experiments,12
41,revealed,229
42,staining,140
43,shown,1101
44,demonstrated,467
45,carried,50
46,involving,75
47,serum,32
48,exhibited,73
49,including,382
50,changes,9
51,cloning,7
52,described,403
53,score,11
54,indicative,4
55,reduced,406
56,observed,1588
57,treated,97
58,following,317
59,testing,64
60,model,12
61,remains,71
62,may,1537
63,vary,15
64,plateaus,3
65,found,1839
66,reduce,74
67,reported,2578
68,noted,178
69,distributed,30
70,aggrecans,1
71,suggest,455
72,processes,69
73,modified,28
74,deleted,10
75,showed,855
76,induced,226
77,abrogated,7
78,demonstrate,71
79,kinase,8
80,seem,65
81,inhibiting,35
82,could,625
83,contribute,76
84,surprising,23
85,seems,135
86,mediated,128
87,chondrocytes,2
88,result,159
89,combined,83
90,therefore,19
91,finding,546
92,explain,110
93,lies,26
94,preserved,23
95,retina,1
96,disrupted,32
97,decondensed,1
98,rosettes,1
99,thinning,1
100,binds,10
101,increased,777
102,reaches,4
103,regulates,25
104,acting,19
105,attributed,103
106,using,710
107,generating,6
108,hamstring,6
109,consistent,134
110,based,294
111,implemented,6
112,included,137
113,remember,15
114,perform,15
115,cognition,2
116,expect,13
117,associated,817
118,performed,165
119,freesurfer,1
120,documented,91
121,ascending,7
122,counting,5
123,subjects,36
124,corresponds,39
125,drew,6
126,differ,96
127,scored,9
128,throws,1
129,generalized,15
130,slowing,23
131,processing,106
132,generate,8
133,reflect,85
134,skipped,4
135,emphasizing,10
136,experienced,25
137,concerning,46
138,exposure,12
139,ketamine,2
140,voided,1
141,pelvic,1
142,elevated,138
143,study,510
144,deranged,1
145,pretreated,7
146,binding,250
147,known,252
148,suggested,345
149,confirmed,342
150,sirna,7
151,caused,136
152,fig,63
153,arguing,7
154,novel,9
155,performing,39
156,represent,44
157,declines,7
158,recruit,6
159,indicate,216
160,note,50
161,suggesting,321
162,relying,8
163,underlying,68
164,amount,13
165,appropriated,4
166,limited,38
167,appeared,53
168,approached,5
169,labeled,36
170,task,8
171,target,9
172,functioning,36
173,contrast,48
174,aging,29
175,employed,28
176,amplitude,4
177,addressing,5
178,egan,4
179,predicted,179
180,indicates,141
181,kiyokawa,1
182,learned,19
183,acquire,15
184,persisted,11
185,resembled,9
186,williams,14
187,locurto,4
188,sitomer,4
189,cusato,4
190,predict,37
191,leave,7
192,protected,8
193,calcined,6
194,define,2
195,differentiate,10
196,burned,4
197,teeth,3
198,transsplicing,1
199,measured,310
200,geddes,2
201,thermal,2
202,electrodes,9
203,coated,6
204,published,232
205,shows,156
206,leads,68
207,episodes,2
208,diminished,29
209,adds,21
210,showing,409
211,remitted,1
212,predictive,16
213,depressive,4
214,downregulated,10
215,represents,52
216,expressed,229
217,considering,70
218,microarray,2
219,reflects,48
220,produced,153
221,incubated,11
222,maximized,1
223,replicated,51
224,brosnan,1
225,received,71
226,varying,39
227,given,207
228,averaged,27
229,rat,26
230,values,12
231,improved,109
232,imaging,71
233,conducted,85
234,limiting,7
235,demonstrates,46
236,rats,36
237,assumes,9
238,humans,6
239,comparison,18
240,distinguishing,12
241,detected,268
242,anesthetized,1
243,isolated,59
244,confirming,121
245,culturing,5
246,suppl,1
247,reached,40
248,depends,31
249,cell,131
250,taken,167
251,cultured,51
252,plating,2
253,suppressed,42
254,hsc,2
255,demonstrating,160
256,whereas,76
257,represses,2
258,moderated,2
259,supporting,137
260,noticed,23
261,fibrogenesis,1
262,riser,1
263,followed,98
264,pointing,13
265,maintained,44
266,infected,44
267,driving,24
268,decreased,277
269,hepatocytes,1
270,cause,45
271,containing,106
272,muscle,10
273,became,29
274,determining,27
275,predicting,47
276,tested,107
277,observation,31
278,induce,69
279,observations,1
280,restricted,34
281,use,64
282,wand,1
283,littermates,3
284,coupled,33
285,klamer,1
286,hippocampus,10
287,pcpinduced,1
288,camp,5
289,signaling,118
290,holds,13
291,koch,8
292,goto,3
293,play,62
294,sumiyoshi,1
295,reversed,15
296,cortex,15
297,localized,53
298,haloperidol,6
299,figure,187
300,ruled,1
301,determine,21
302,targeting,26
303,amphetamine,3
304,correlates,33
305,ppi,13
306,support,141
307,maxwell,3
308,characterized,82
309,extent,2
310,altering,6
311,gating,8
312,regulating,30
313,measuring,61
314,suggests,251
315,unique,2
316,london,9
317,considered,151
318,accra,2
319,exceeding,14
320,due,86
321,present,33
322,correlated,212
323,vitamin,6
324,sequencing,10
325,hundred,4
326,died,14
327,dying,11
328,leading,84
329,alfuzosin,1
330,tolerated,5
331,attenuated,27
332,basal,14
333,raphe,1
334,diffuse,28
335,jolas,1
336,lesioned,3
337,varied,44
338,looking,6
339,explaining,18
340,strengthens,8
341,stood,4
342,strengthening,4
343,established,93
344,ikeda,3
345,undergoing,18
346,determined,173
347,carrying,32
348,matera,1
349,trochet,1
350,cchs,1
351,infer,2
352,diagnosed,24
353,contracted,1
354,encountered,14
355,grabber,2
356,existed,15
357,scaffold,4
358,might,308
359,protein,73
360,body,15
361,concentration,8
362,grade,19
363,survivin,3
364,involves,22
365,learning,133
366,evans,4
367,occur,96
368,activated,122
369,setshifting,4
370,making,30
371,would,352
372,reversal,7
373,involve,28
374,altered,72
375,conditioned,29
376,rewarded,1
377,frontal,4
378,produce,69
379,systemic,7
380,modulate,24
381,variety,7
382,arnsten,5
383,agonist,9
384,cocaineseeking,5
385,enriched,23
386,evaluate,8
387,lps,9
388,achieved,90
389,generated,67
390,develop,48
391,hrqol,4
392,prostate,22
393,importance,6
394,capture,10
395,correlate,29
396,neutralized,5
397,means,38
398,decoy,1
399,affecting,38
400,repressed,9
401,imply,22
402,lanes,4
403,hbx,3
404,placebo,1
405,evaluating,16
406,metastases,13
407,solve,7
408,related,262
409,periodic,1
