,nouns,freq
0,appearance,25
1,increase,429
2,frequencies,105
3,experiments,266
4,time,475
5,times,170
6,treatments,53
7,contrast,1230
8,treatment,448
9,poison,1
10,effect,954
11,mitosis,4
12,chromosome,42
13,loss,232
14,estimation,24
15,cell,755
16,cycle,90
17,length,67
18,stem,27
19,cells,1481
20,erythrocytes,5
21,indication,28
22,days,188
23,tables,14
24,diploid,2
25,fibroblast,2
26,senescence,15
27,mechanism,140
28,findings,1280
29,reports,719
30,regulation,78
31,results,2954
32,humbert,2
33,type,230
34,aneuploidy,4
35,consequences,36
36,death,143
37,administration,99
38,cim,2
39,mice,222
40,degradation,68
41,haem,2
42,alteration,36
43,catalase,6
44,activity,619
45,study,5018
46,controls,131
47,therapeutics,2
48,hepatocarcinogenesis,1
49,caballero,1
50,animals,226
51,clonidine,8
52,rate,666
53,neurons,107
54,figure,322
55,decrease,183
56,burst,17
57,data,1155
58,rats,207
59,routes,2
60,vta,3
61,morphine,20
62,withdrawal,27
63,discrepancy,223
64,differences,1015
65,techniques,55
66,studies,3576
67,pellet,2
68,injection,85
69,duration,184
70,method,132
71,investigation,113
72,area,170
73,guiyu,1
74,concentrations,425
75,road,8
76,soils,24
77,orders,35
78,levels,1081
79,law,9
80,contribution,42
81,pbdes,4
82,concentration,344
83,range,298
84,detection,83
85,proportions,22
86,prevalence,507
87,mean,72
88,pressure,163
89,mmhg,14
90,baseline,65
91,values,777
92,operation,11
93,alterations,83
94,hyperreflexia,4
95,parturition,2
96,patients,2104
97,paraplegic,1
98,publications,17
99,obesity,68
100,samples,258
101,school,55
102,children,330
103,wang,67
104,sample,261
105,age,737
106,reference,43
107,cole,2
108,boys,19
109,girls,35
110,numbers,98
111,matter,62
112,fact,395
113,increases,144
114,phagocytosis,15
115,model,377
116,shock,19
117,squadrito,1
118,reduces,19
119,macrophage,9
120,supernatants,4
121,artery,35
122,drug,100
123,phagocytes,2
124,inhibit,29
125,phosphodiesterases,1
126,platelets,9
127,phosphodiesterase,3
128,hakim,1
129,evidence,443
130,cytokines,50
131,journal,4
132,pharmacology,3
133,cloricromene,1
134,arthritis,17
135,extension,16
136,process,127
137,deleuran,1
138,westacott,1
139,feldmann,1
140,shinmei,1
141,citrus,4
142,species,365
143,clade,17
144,citrons,1
145,names,1
146,microcitrus,1
147,classifications,9
148,dating,1
149,analysis,388
150,support,227
151,origin,50
152,asia,8
153,australasia,1
154,dispersals,1
155,example,163
156,pretreatment,12
157,effects,604
158,preference,17
159,environment,73
160,see,29
161,locomotor,4
162,sensitization,8
163,group,687
164,test,130
165,day,137
166,others,380
167,lead,28
168,paradigm,46
169,shippenberg,4
170,elmer,11
171,hypothesis,144
172,role,367
173,hormones,14
174,growth,312
175,transporters,5
176,genes,145
177,changes,334
178,gene,317
179,expression,823
180,responses,229
181,lemieux,1
182,points,50
183,men,195
184,women,567
185,adiposity,12
186,value,481
187,risk,844
188,factors,423
189,dobbelsteyn,1
190,tehranians,1
191,canadians,5
192,individuals,262
193,oil,84
194,weeks,105
195,crp,9
196,chan,10
197,subjects,400
198,acids,60
199,madsen,1
200,population,558
201,inflammations,1
202,average,34
203,ratio,214
204,ratios,68
205,stations,4
206,size,324
207,station,9
208,nord,1
209,sources,37
210,limit,39
211,arctic,1
212,heptachlor,2
213,epoxide,1
214,alln,1
215,cause,101
216,accumulation,70
217,cytosol,3
218,undergo,1
219,freedman,1
220,levine,21
221,lain,1
222,stommel,1
223,report,371
224,export,11
225,protein,273
226,inhibitor,50
227,holaska,1
228,cytoplasm,6
229,proteases,5
230,import,1
231,present,366
232,taurine,4
233,serum,148
234,lipids,16
235,state,177
236,clamp,9
237,intake,178
238,breakfast,6
239,cholesterol,64
240,triglycerides,3
241,supplementation,58
242,investigators,67
243,murakami,6
244,reason,153
245,salts,9
246,humans,68
247,measure,60
248,insulin,120
249,resistance,137
250,technique,55
251,defronzo,1
252,methods,146
253,sensitivity,143
254,mrna,92
255,enhances,14
256,tissue,204
257,storage,47
258,billington,4
259,lpl,5
260,groups,450
261,metabolism,53
262,moltz,2
263,amp,561
264,mcdonald,2
265,vettor,2
266,difference,919
267,response,514
268,hyperglycemia,10
269,versus,61
270,placebo,15
271,trials,76
272,line,181
273,manders,3
274,decline,26
275,leucine,3
276,coingestion,1
277,intervention,35
278,research,277
279,design,56
280,associations,127
281,vegetables,24
282,carotenoids,10
283,bcarotene,2
284,lutein,2
285,cabbage,7
286,lycopene,2
287,tomato,9
288,sauce,2
289,validity,21
290,questionnaire,21
291,fruit,49
292,food,87
293,record,17
294,consumption,133
295,potatoes,4
296,month,26
297,regularity,5
298,correlations,60
299,instruments,6
300,validation,18
301,finland,7
302,pietinen,2
303,männistö,2
304,erkkola,1
305,babb,1
306,material,63
307,subgroup,12
308,demands,16
309,enzymes,24
310,porphyria,3
311,respect,44
312,porphyrin,5
313,excretion,40
314,pct,8
315,actualization,3
316,diagnosis,132
317,decarboxylase,8
318,chloroquine,2
319,option,8
320,experiences,5
321,case,414
322,demonstrate,38
323,patient,112
324,dermatosis,1
325,pattern,128
326,insertion,13
327,triplet,6
328,fomin,1
329,formation,163
330,intermediate,8
331,ferrocenes,1
332,generation,33
333,bonds,12
334,dft,5
335,computations,2
336,oxygen,54
337,coordinates,10
338,inserts,1
339,bond,30
340,transition,73
341,dmfcá,1
342,áhá,1
343,áoo,1
344,scheme,10
345,activation,301
346,barrier,14
347,mol,11
348,gas,10
349,phase,205
350,solvent,7
351,collaborators,6
352,mhtt,1
353,conditions,325
354,relationship,332
355,level,479
356,interest,55
357,services,31
358,find,21
359,number,613
360,reasons,92
361,stigmatization,5
362,lack,152
363,knowledge,105
364,distress,21
365,symptoms,158
366,talk,3
367,therapy,128
368,characteristics,104
369,percentage,202
370,help,24
371,percentages,37
372,areas,167
373,induce,49
374,whilst,2
375,determine,19
376,fish,12
377,inflammasome,4
378,ice,40
379,cute,2
380,site,107
381,farrow,2
382,spence,4
383,scores,84
384,feeding,10
385,preadolescent,2
386,mood,23
387,cdi,3
388,restraint,7
389,behaviours,22
390,anxiety,57
391,symptomology,5
392,disorder,51
393,carter,7
394,joyce,4
395,godart,2
396,flament,2
397,jeammet,2
398,perceptions,12
399,eat,7
400,relationships,60
401,restriction,27
402,health,172
403,hypotheses,12
404,depression,108
405,parents,48
406,practices,26
407,supports,13
408,review,48
409,links,7
410,childhood,38
411,mcleod,1
412,reliability,15
413,years,460
414,myocardium,10
415,ischaemia,2
416,apoptosis,142
417,epo,9
418,saline,24
419,receptor,195
420,darbepoetin,2
421,rat,77
422,kidney,27
423,damage,67
424,function,282
425,haematocrit,3
426,prunier,1
427,dose,59
428,alfa,1
429,week,45
430,reperfusion,13
431,injury,78
432,insufficient,8
433,neovascularisation,1
434,elevation,17
435,represent,13
436,stimulatory,4
437,release,110
438,rises,2
439,caerulein,2
440,amplitude,18
441,oscillations,7
442,transients,4
443,lipc,1
444,promoter,64
445,polymorphism,76
446,frequency,307
447,control,281
448,malays,1
449,indians,5
450,americans,16
451,allele,51
452,parts,28
453,asians,15
454,caucasians,20
455,netherland,2
456,agreement,179
457,observation,192
458,grades,9
459,difficulty,19
460,mathematics,8
461,confusion,6
462,cases,481
463,ward,3
464,theater,1
465,conditioning,23
466,context,49
467,work,348
468,lab,8
469,hours,86
470,mechanisms,89
471,foreground,1
472,fear,10
473,catch,3
474,maxillar,2
475,development,251
476,investigations,51
477,ages,48
478,tendency,58
479,normalization,4
480,surgery,82
481,connection,13
482,adenoids,2
483,tonsils,2
484,width,3
485,failures,9
486,weight,128
487,specimens,31
488,terminology,1
489,vivo,70
490,conclusions,76
491,ltd,1
492,pharmaceuticals,1
493,division,12
494,park,14
495,macclesfield,1
496,cheshire,1
497,ovulation,9
498,profertility,1
499,agent,21
500,awakening,1
501,car,6
502,older,1
503,adults,109
504,evening,1
505,hour,14
506,period,206
507,cortisol,31
508,luz,5
509,vancauter,2
510,observations,273
511,morning,19
512,maes,2
513,ahn,2
514,consistency,15
515,variability,66
516,majority,114
517,lupien,2
518,aggregate,8
519,secretion,88
520,change,167
521,enzyme,34
522,show,191
523,mutants,25
524,activities,77
525,approaches,34
526,metal,54
527,cofactor,5
528,base,23
529,catalysis,6
530,injections,21
531,minutes,44
532,arm,21
533,maze,8
534,amounts,57
535,oligomers,5
536,speed,39
537,adaptation,17
538,guidance,8
539,mars,1
540,participants,195
541,steering,1
542,introduction,33
543,observe,59
544,performance,167
545,cars,7
546,deviation,31
547,position,53
548,sdlp,2
549,verster,2
550,feedback,14
551,ketones,3
552,association,787
553,hydrazines,1
554,argument,8
555,stability,49
556,complexes,46
557,presence,309
558,absence,114
559,ketone,2
560,drift,13
561,hydrazones,1
562,azines,1
563,whenå,1
564,noå,1
565,suchå,1
566,productså,1
567,wereå,1
568,mobility,16
569,spectrometer,1
570,instrument,14
571,tube,9
572,rings,18
573,teflon,1
574,source,92
575,region,184
576,stainless,2
577,steel,11
578,housing,15
579,brunellière,8
580,modulation,26
581,mmn,12
582,grammaticality,8
583,sentences,6
584,stimuli,51
585,list,7
586,analyses,83
587,näätänen,6
588,divergence,45
589,point,140
590,standard,29
591,processing,73
592,shtyrov,7
593,pulvermüller,15
594,assadollahi,7
595,reanalysis,8
596,eeg,12
597,corpus,7
598,wortschatz,1
599,lexikon,1
600,http,5
601,corpora,1
602,languages,7
603,terms,98
604,rank,9
605,tuon,1
606,rosen,1
607,mut,1
608,come,1
609,vivons,1
610,vivrons,1
611,vivras,1
612,emerges,3
613,items,49
614,violations,6
615,exposure,166
616,water,149
617,content,202
618,organs,25
619,contrasts,134
620,tilapia,2
621,regimes,8
622,disturbances,6
623,researchers,77
624,muscle,86
625,yamamoto,10
626,metals,22
627,influences,29
628,measurements,141
629,interactions,76
630,body,225
631,waterborne,1
632,juvenile,10
633,therefore,20
634,organism,4
635,denitrification,7
636,rates,490
637,carbon,61
638,biomass,34
639,yields,33
640,use,299
641,acid,99
642,vss,1
643,hwang,2
644,yield,75
645,coefficients,39
646,cod,8
647,relation,96
648,cachexia,2
649,syndrome,23
650,mass,121
651,authors,281
652,sarcopenia,3
653,processes,37
654,disability,17
655,inflammation,50
656,fetal,4
657,brain,168
658,parenchyma,4
659,forebrain,3
660,hindbrain,2
661,sections,16
662,immunofluorescence,9
663,blood,277
664,vessels,32
665,cartilage,11
666,basement,3
667,membranes,26
668,tubules,9
669,tissues,84
670,chickens,9
671,birds,27
672,dimorphism,8
673,males,119
674,females,115
675,sexes,14
676,correlation,411
677,dairy,23
678,cows,33
679,production,281
680,allantoin,1
681,gonda,1
682,lindberg,4
683,flow,70
684,milk,35
685,molnar,1
686,decomposition,22
687,purine,2
688,pyrimidine,1
689,bases,5
690,synthesis,60
691,amino,43
692,bpm,2
693,diets,82
694,derivatives,6
695,pigs,60
696,supply,18
697,retention,36
698,biochanin,1
699,gcs,5
700,clover,8
701,silage,20
702,proportion,175
703,equol,2
704,coumestrol,4
705,steinshamn,4
706,enterolactone,1
707,enterodiol,1
708,secoisolariciresinol,2
709,matairesinol,2
710,lignans,1
711,pinoresinol,1
712,bws,1
713,saanen,1
714,goats,29
715,mexico,5
716,delgadillo,1
717,malpaux,1
718,mature,30
719,initiate,2
720,puberty,11
721,zarazaga,1
722,folate,16
723,vitamin,95
724,intakes,54
725,steroid,9
726,doran,3
727,tambyrajah,3
728,zamaratskaia,3
729,androstenone,3
730,parity,43
731,retinol,5
732,addition,287
733,lambs,37
734,birth,116
735,weaning,2
736,blackface,23
737,advantage,31
738,weights,24
739,donald,3
740,carson,5
741,rams,5
742,benefits,38
743,holst,3
744,ewe,7
745,lamb,16
746,mortality,226
747,parities,3
748,morris,15
749,sawalha,3
750,peculiarity,5
751,censoring,10
752,longevity,20
753,tarré,10
754,casellas,5
755,ones,99
756,power,97
757,survival,167
758,vukasinovic,5
759,yazdi,5
760,traits,40
761,heritabilities,25
762,piglets,30
763,krieter,3
764,improvement,70
765,sow,7
766,trend,111
767,dohme,1
768,methanogenesis,1
769,interaction,186
770,basal,34
771,substrate,23
772,amount,121
773,biohydrogenation,11
774,end,63
775,product,45
776,indicates,7
777,step,47
778,table,78
779,result,447
780,bacteria,56
781,producers,1
782,jenkins,13
783,conversion,28
784,incubation,46
785,contradicts,60
786,plasma,121
787,knowles,6
788,hogan,4
789,juniper,4
790,ewes,5
791,fertility,15
792,post,23
793,conception,2
794,dams,3
795,deiodinases,1
796,deficiency,46
797,requirements,32
798,maintenance,26
799,lysine,7
800,yang,13
801,regression,66
802,trial,74
803,estimates,121
804,condition,69
805,comparison,158
806,requirement,8
807,diet,24
808,part,141
809,hock,1
810,foals,16
811,hartung,1
812,yearlings,2
813,tarsus,1
814,horses,6
815,joints,3
816,coldbloods,3
817,fetlocks,1
818,definitions,7
