,verbs,freq
0,eat,2
1,considered,283
2,cheka,6
3,consumed,12
4,works,4
5,done,27
6,fermented,5
7,tella,6
8,fekadu,2
9,arake,6
10,measured,174
11,dipping,1
12,blending,1
13,described,419
14,added,36
15,adding,13
16,cited,17
17,calculated,153
18,using,1161
19,following,271
20,mspace,1
21,observed,412
22,could,564
23,due,52
24,utilized,4
25,based,528
26,finding,93
27,gizaw,4
28,abegaz,4
29,believe,22
30,reported,1076
31,study,189
32,turns,3
33,point,14
34,rob,1
35,osteoporosis,8
36,watson,1
37,amp,408
38,harms,1
39,samples,9
40,coded,4
41,methanol,2
42,specified,33
43,half,1
44,set,127
45,might,305
46,localities,1
47,koesukwiwat,1
48,provides,71
49,launched,4
50,staple,1
51,introduced,40
52,affecting,35
53,silo,1
54,postharvest,2
55,determining,41
56,feizy,2
57,khoshbakht,2
58,processes,72
59,almeida,2
60,discovered,35
61,chlorinated,1
62,produced,110
63,verrucosum,1
64,varga,6
65,exists,28
66,cocoa,6
67,ali,8
68,according,200
69,ota,5
70,classified,42
71,iarc,3
72,related,188
73,competing,18
74,catalyzed,7
75,require,47
76,resulting,151
77,mycotoxin,2
78,known,254
79,including,750
80,may,1647
81,include,247
82,cleaning,3
83,milling,4
84,brewing,3
85,cooking,5
86,baking,3
87,frying,3
88,roasting,4
89,flaking,3
90,utilize,2
91,karlovsky,2
92,washing,15
93,soaking,5
94,reduced,306
95,combination,8
96,facilitated,9
97,liquid,3
98,decanted,3
99,processing,29
100,determined,108
101,cooked,6
102,polished,2
103,park,3
104,autoclaving,2
105,gave,6
106,operated,2
107,diluted,11
108,sprayed,2
109,stirred,1
110,studied,149
111,sorting,1
112,resulted,105
113,drying,2
114,wheat,1
115,min,9
116,decreased,90
117,range,41
118,dried,8
119,washed,5
120,soaked,2
121,eliminated,7
122,removed,30
123,roasted,3
124,hotpot,1
125,jafarpour,1
126,improve,119
127,surimi,1
128,valued,2
129,gelling,1
130,demand,1
131,continues,6
132,developed,140
133,developing,50
134,pay,8
135,used,1002
136,spme,5
137,analyzing,24
138,sampling,61
139,igiesias,2
140,identifying,30
141,detecting,21
142,consists,28
143,recording,13
144,wang,41
145,loaded,4
146,placed,43
147,creating,24
148,crosslinking,2
149,locked,1
150,improving,37
151,undermine,3
152,change,42
153,decreasing,22
154,speaking,3
155,gel,2
156,found,875
157,affect,104
158,changing,70
159,zhang,7
160,canned,1
161,sterilized,1
162,showing,64
163,lead,61
164,heated,1
165,breaking,4
166,dropped,3
167,processed,22
168,constitute,6
169,applied,156
170,follows,14
171,shown,707
172,appeared,38
173,disease,36
174,existing,55
175,detect,26
176,bost,1
177,increasing,221
178,reducing,48
179,nevitt,1
180,generate,24
181,ros,24
182,lipids,7
183,maintained,32
184,result,167
185,involved,200
186,signaling,254
187,increased,593
188,shao,4
189,controlling,12
190,wardyn,4
191,reduce,196
192,counts,4
193,chosen,31
194,carried,95
195,coupled,42
196,proteins,69
197,fixed,32
198,missed,20
199,allowed,31
200,peptides,1
201,xcorr,1
202,charged,32
203,identified,322
204,fold,3
205,copper,6
206,controlled,41
207,ranges,16
208,recommended,63
209,intake,66
210,achieved,64
211,contribute,89
212,depend,31
213,ranging,133
214,reaching,22
215,efsa,2
216,vomiting,7
217,contaminated,3
218,piping,3
219,impacting,3
220,interacting,38
221,seabed,1
222,prawns,1
223,exposed,91
224,exceed,18
225,overdosing,1
226,oxidized,17
227,damage,1
228,dna,26
229,selected,152
230,examine,11
231,employing,21
232,caused,136
233,employed,60
234,looking,13
235,suckling,5
236,differentiated,12
237,excess,1
238,control,31
239,induced,124
240,implicated,67
241,reflect,74
242,detected,127
243,activated,68
244,expression,35
245,lysates,5
246,would,324
247,suited,8
248,secreted,26
249,kim,9
250,antioxidant,5
251,macrophages,13
252,alcaraz,3
253,included,370
254,expressed,166
255,noted,66
256,altered,54
257,compounds,27
258,picalm,1
259,findlay,4
260,given,262
261,suitable,2
262,monitor,5
263,degraded,10
264,concentrated,8
265,aggregated,8
266,stored,14
267,misfolded,3
268,johnston,3
269,alleviate,1
270,stressed,4
271,digested,8
272,suggesting,169
273,retrograde,1
274,carrying,21
275,aggresome,1
276,led,75
277,revealed,124
278,accumulating,3
279,regarding,125
280,krishnaiah,9
281,regarded,21
282,owing,35
283,flavonols,6
284,anthocyanins,11
285,distributed,21
286,knapp,12
287,proposed,166
288,kumar,5
289,extracts,9
290,damascena,1
291,demonstrated,282
292,chen,20
293,inhibited,20
294,mediates,17
295,choi,2
296,scavenging,9
297,performed,284
298,outlined,13
299,acid,14
300,mixed,11
301,causes,34
302,lopes,8
303,erythema,4
304,accompanied,27
305,pgs,1
306,associated,751
307,analyzed,67
308,diseases,37
309,rhodes,1
310,suppresses,15
311,rose,9
312,assayed,7
313,verified,12
314,rpe,4
315,attempted,8
316,mechanisms,6
317,caliskan,3
318,anthocyanin,6
319,occurring,53
320,illustrated,9
321,kwon,3
322,adopted,31
323,optimized,10
324,studying,22
325,egfr,2
326,attenuated,34
327,figure,86
328,assay,26
329,exhibited,20
330,activate,25
331,hypothesized,57
332,mediated,79
333,knowledge,48
334,remain,86
335,holds,27
336,documenting,7
337,confirmed,86
338,neglected,7
339,herding,11
340,spend,5
341,leading,148
342,conducted,153
343,assessed,167
344,remains,190
345,collected,80
346,sensing,5
347,provide,117
348,trapping,3
349,targeting,74
350,screened,17
351,compared,428
352,sequenced,27
353,ehrlichia,3
354,spp,5
355,selenge,2
356,providing,55
357,harbor,27
358,captured,31
359,present,25
360,sampled,18
361,circulating,68
362,reservoired,5
363,garinii,5
364,neighborhing,5
365,strains,14
366,borrelia,7
367,competant,7
368,reservoirs,3
369,find,57
370,supporting,112
371,spotted,17
372,surrounding,43
373,reservoiring,2
374,scrub,2
375,circulate,2
376,say,3
377,suggest,176
378,warranted,7
379,phagocytophilum,13
380,united,9
381,rodents,1
382,linked,116
383,see,219
384,attributes,6
385,thought,99
386,higher,8
387,susceptible,2
388,infected,38
389,prevalent,5
390,reservoir,6
391,striped,5
392,china,32
393,spermophilus,9
394,sustain,2
395,rickettsia,5
396,visiting,8
397,sfgr,5
398,mongolia,7
399,burgdorferi,4
400,hlb,1
401,restore,1
402,damaged,14
403,inhibiting,25
404,seem,31
405,offer,16
406,enriching,4
407,sequencing,125
408,stranded,2
409,prepare,2
410,analysed,21
411,comparing,33
412,mir,1
413,vesicle,1
414,deposited,7
415,electron,25
416,proteowizard,1
417,filtering,8
418,converting,4
419,sapiens,6
420,establish,23
421,normalized,17
422,algorithm,6
423,sum,7
424,averaged,24
425,obtain,32
426,enriched,33
427,labelled,9
428,modified,50
429,recovered,8
430,indicating,102
431,circulated,1
432,evaluated,91
433,precipitated,1
434,corresponding,52
435,tetraspanins,1
436,cell,59
437,plasma,16
438,expected,141
439,imply,18
440,narrowing,1
441,coding,31
442,splicing,5
443,match,1
444,showed,447
445,subjected,15
446,rnas,1
447,intervening,22
448,noncoding,11
449,packaged,1
450,examining,28
451,smrna,3
452,phosphorylated,3
453,derived,101
454,challenging,35
455,contain,14
456,matured,2
457,separated,19
458,contaminants,1
459,supposed,4
460,neat,1
461,exist,73
462,profiling,4
463,preparing,6
464,complicated,37
465,variation,1
466,copolymer,1
467,supported,72
468,transport,8
469,formed,54
470,implying,8
471,regulating,31
472,advanced,29
473,database,14
474,slides,2
475,lacking,35
476,screening,32
477,evs,44
478,generated,81
479,compromise,3
480,resolve,11
481,underlying,63
482,approach,30
483,approved,26
484,extracellular,2
485,exosomes,4
486,microrna,2
487,recipient,2
488,drive,7
489,depending,51
490,transferred,14
491,bleed,1
492,strain,13
493,pooled,25
494,rotor,3
495,pellet,2
496,rinsed,4
497,remove,15
498,contaminating,3
499,supernatant,3
500,discarded,5
501,mouse,24
502,isolated,65
503,palo,1
504,resuspended,3
505,expressing,12
506,received,101
507,ccl,3
508,experiments,4
509,imaging,138
510,frozen,3
511,obercochen,1
512,published,120
513,inducing,35
514,perfused,3
515,hepatocytes,3
516,hsc,6
517,contained,19
518,treated,99
519,sinai,2
520,cultured,34
521,supplemented,8
522,egfp,2
523,run,13
524,transfected,1
525,comprised,10
526,synthesized,9
527,inhibit,12
528,dose,18
529,transforming,8
530,harvested,15
531,ihc,1
532,doses,12
533,contrast,50
534,signalling,47
535,regulate,32
536,focussed,11
537,evn,6
538,suppressed,15
539,changed,27
540,begun,33
541,show,161
542,vitro,19
543,mice,38
544,chronic,3
545,demonstrating,44
546,protected,13
547,payload,1
548,findings,3
549,treating,21
550,interesting,22
551,reviewed,36
552,facilitate,12
553,use,97
554,provided,106
555,suggests,145
556,binding,128
557,required,123
558,favouring,4
559,identify,71
560,contributes,19
561,reprogramming,2
562,drives,1
563,stimulated,21
564,attributed,88
565,injured,6
566,monocytes,12
567,determine,34
568,going,6
569,losing,1
570,perceived,31
571,corah,3
572,worldwide,13
573,tend,54
574,dentist,7
575,assigned,50
576,decayed,11
577,missing,50
578,filled,15
579,focused,75
580,training,30
581,pain,14
582,aged,44
583,yielded,8
584,ranged,14
585,simplified,13
586,assessment,4
587,gingival,1
588,loe,1
589,teeth,2
590,tooth,1
591,complicate,6
592,das,6
593,postulated,12
594,describe,26
595,stoic,4
596,mentioned,16
597,iceland,10
598,educated,3
599,characterised,4
600,maintain,22
601,dentists,1
602,experienced,55
603,model,34
604,hypothesised,1
605,feed,15
606,established,90
607,assume,6
608,lowermost,1
609,mrow,22
610,math,26
611,characterized,132
612,llsvps,13
613,cottaar,7
614,wave,22
615,meade,7
616,mcnamara,4
617,involving,46
618,melt,4
619,subducted,4
620,anisotropy,8
621,lay,7
622,traveling,5
623,kustowski,4
624,measuring,23
625,splitting,14
626,diffracted,9
627,core,20
628,modeling,44
629,borgeaud,5
630,komatitsch,3
631,discriminating,5
632,maupin,1
633,argued,13
634,investigated,92
635,differ,54
636,waveform,1
637,obtained,146
638,shear,1
639,superimpose,1
640,includes,66
641,earthquakes,1
642,produce,79
643,triplicated,1
644,onset,61
645,attribute,12
646,slabs,2
647,laminated,1
648,orientation,4
649,compatible,7
650,indicate,93
651,must,49
652,made,111
653,built,12
654,benefited,1
655,funding,13
656,offered,18
657,http,11
658,interfering,13
659,uptake,10
660,assays,10
661,enveloped,5
662,hspgs,2
663,mechanism,3
664,bridging,26
665,affected,113
666,combined,65
667,alkylating,1
668,lymphocytes,7
669,allows,55
670,chemokine,5
671,ligand,13
672,programme,13
673,tmm,2
674,confirm,27
675,unlabelled,2
676,prompted,19
677,axis,2
678,secrete,1
679,glycosylated,2
680,acting,5
681,membrane,5
682,incubated,11
683,purified,20
684,blocking,13
685,ratio,24
686,pointing,13
687,therapy,3
688,cre,2
689,occurs,61
690,transcribed,5
691,incorporated,52
692,alkylated,1
693,carry,20
694,elevated,88
695,mgmt,1
696,facilitates,4
697,induce,68
698,hiv,31
699,compete,2
700,availability,6
701,ligands,6
702,decorated,2
703,serving,6
704,connecting,9
705,gbm,1
706,occur,102
707,complex,7
708,migrate,3
709,suggestive,1
710,multiinput,1
711,named,8
712,gps,1
713,aims,20
714,permit,3
715,panicciari,1
716,construct,2
717,sliding,2
718,midas,1
719,reconstructed,2
720,mitchell,3
721,shows,58
722,seen,91
723,remained,33
724,march,2
725,disturbed,5
726,located,51
727,latitude,4
728,storm,1
729,peak,3
730,compare,28
731,sámi,9
732,traversed,6
733,handling,8
734,increase,132
735,terrain,5
736,sustaining,6
737,reindeer,2
738,accelerated,45
739,arctic,3
740,accompanying,12
741,sami,36
742,contextualised,1
743,form,35
744,boarding,1
745,understand,14
746,internalise,2
747,passed,6
748,makes,31
749,populated,1
750,transmitted,1
751,impact,25
752,become,77
753,recorded,57
754,affects,30
755,targeted,33
756,contributing,61
757,growing,88
758,considering,64
759,embedded,11
760,divided,21
761,microvesicles,2
762,phosphatidylserine,1
763,describes,12
764,tested,84
765,retain,10
766,citrated,2
767,san,2
768,left,151
769,extracted,31
770,leaving,22
771,spiked,1
772,calibrated,10
773,mixing,6
774,containing,76
775,netherlands,3
776,triggered,15
777,appears,68
778,explaining,27
779,lipoproteins,1
780,aggregates,4
781,ldl,1
782,disappeared,2
783,recommend,36
784,promotes,21
785,ppl,1
786,optimal,6
787,regeneration,1
788,newt,1
789,conditioned,16
790,regenerating,1
791,rna,15
792,briefly,13
793,centrifuged,1
794,followed,103
795,plated,2
796,collecting,19
797,purchased,3
798,housekeeping,3
799,isotope,1
800,filtered,18
801,queries,1
802,integrated,8
803,setting,78
804,platform,3
805,annotated,22
806,exosome,3
807,displayed,19
808,limited,110
809,explored,56
810,elicit,4
811,scattering,18
812,mean,35
813,ceramide,2
814,decreases,29
815,leads,50
816,annexin,1
817,activation,14
818,peaked,4
819,relative,10
820,cdcs,1
821,nhdfs,1
822,imaged,2
823,shared,60
824,threefold,1
825,postn,3
826,antibodies,6
827,raised,19
828,probed,3
829,phenotypes,1
830,quantitated,1
831,quantify,41
832,highlighted,29
833,grouping,2
834,remodelling,13
